question,answer,context_1,context_2,context_3,context_4,context_5
Q. 14. Enumerate any three features of Multinational Corportions. ,Ans. Multinational corporation  are the companies that owns or controls the production of their goods in more than one country. The main features of MNCs are :,"multinational corporations (MNCs) emerged on the scene. A MNC is a company that owns or controls production in more than one nation. MNCs set up offices and factories for production in regions where they can get cheap labour and other resources. This is done so that the cost of production is low and the MNCs can earn greater profits. Consider the following example.
","   In the past two to three decades, more and more MNCs have been looking for locations around the world which would be cheap for their production. Foreign investment by MNCs in these countries has been rising. At the same time, foreign trade between countries has been rising rapidly. A large part of the foreign trade is also controlled by MNCs. For instance, the car manufacturing plant of Ford Motors in India not only produces cars for the Indian markets, it also exports cars to other developing countries and exports car components for its many factories around the world. Likewise, activities of most MNCs involve substantial trade in goods and also services.
","At times, MNCs set up production jointly with some of the local companies of these countries. The benefit to the local company of such joint production is two-fold. First, MNCs can provide money for additional investments, like buying new machines for faster production. Second, MNCs might bring with them the latest technology for production.
","Having assured themselves of these conditions, MNCs set up factories and offices for production. The money that is spent to buy assets such as land, building, machines and other equipment is called investment. Investment made by MNCs is called foreign investment. Any investment is made with the hope that these assets will earn profits.
","  Most regions of the world are getting increasingly interconnected. While this interconnectedness across countries has many dimensions — cultural, political, social and economic — this chapter looks at globalisation in a more limited sense. It defines globalisation as the integration between countries through foreign trade and foreign investments by multinational corporations (MNCs). As you will notice, the more complex issues of portfolio investment have been left out. If we look at the past thirty years or so, we find that MNCs have been a major force in the globalisation process connecting distant regions of the world. Why are the MNCs spreading their production to other countries and what are the ways in which they are doing so? The first part of the chapter discusses this. Rather than relying on quantitative estimates, the rapid rise and influence of the MNCs has been shown through a variety of examples, mainly drawn from the Indian context. Note that the examples are an aid to explain a more general point. While teaching, the emphasis should be on the ideas and examples are to be used as illustrations. You can also creatively use comprehension passages like the one given after Section II to test and reinforce new concepts. Integration of production and integration of markets is a key idea behind understanding the process of globalisation and its impact. This has been dealt with at length in this chapter, highlighting the role of MNCs in the process. You have to ensure that the students grasp this idea with sufficient clarity, before moving on to the next topic. Globalisation has been facilitated by several factors. Three of these have been highlighted: rapid improvements in technology, liberalisation
"
Q. 11. Explain with three examples how top Indian companies have been benefited from Globalisation.   They produce and sell their finished products globally.  3,"Ans. Several top Indian companies have been able to benefit from Globalisation :  They have invested in newer technology and production methods and raised their production standards.  Some have gained from successful collaborations with foreign companies.  Globalisation has enabled some large Indian companies to emerge as multinational themselves. For example : Tata motors, Infosys. ","Secondly, several of the top Indian companies have been able to benefit from the increased competition. They have invested in newer technology and production methods and raised their production standards. Some have gained from successful collaborations with foreign companies. Moreover, globalisation has enabled some large Indian companies to emerge as multinationals themselves! Tata Motors (automobiles), Infosys (IT), Ranbaxy (medicines), Asian Paints (paints), Sundaram Fasteners (nuts and bolts)
","are some Indian companies which are spreading their operations worldwide. Globalisation has also created new opportunities for companies providing services, particularly those involving IT. The Indian company producing a magazine for the London based company and call centres are some examples. Besides, a host of services such as data entry, accounting, administrative tasks, engineering are now being done cheaply in countries such as India and are exported to the developed countries.
","Among producers and workers, the impact of globalisation has not been uniform. Firstly, MNCs have increased their investments in India over the past 20 years, which means investing in India has been beneficial for them. MNCs have been interested in industries such as cell phones, automobiles, electronics, soft drinks, fast food or services such as banking in urban areas. These products have a large number of well-off buyers. In these industries and services, new jobs have been created. Also, local companies supplying raw materials, etc. to these industries have prospered.
","     In the last twenty years, globalisation of the Indian economy has come a long way. What has been its effect on the lives of people? Let us look at some of the evidence. Globalisation and greater competition among producers - both local and foreign producers - has been of advantage to consumers, particularly the well-off sections in the urban areas. There is greater choice before these consumers who now enjoy improved quality and lower prices for several products. As a result, these people today, enjoy much higher standards of living than was possible earlier.
"," Globalisation and the pressure of competition have substantially changed the lives of workers. Faced with growing competition, most employers these days prefer to employ workers ‘flexibly’. This means that workers’ jobs are no longer secure. Let us see how the workers in the garment export industry in India are having to bear this pressure of competition.
"
Q. 12. How has Globalisation created new opportunities for companies providing services in India ? Explain. ,"Ans.  Globalisation has created new opportunities for companies providing services particularly those involving IT.  The Indian company producing a magazine for the London based company and call centres are some examples.  Besides, a host of services such as data entry, accounting, administrative tasks and engineering are now being done cheaply in India and are exported to the developed countries. ","are some Indian companies which are spreading their operations worldwide. Globalisation has also created new opportunities for companies providing services, particularly those involving IT. The Indian company producing a magazine for the London based company and call centres are some examples. Besides, a host of services such as data entry, accounting, administrative tasks, engineering are now being done cheaply in countries such as India and are exported to the developed countries.
","Secondly, several of the top Indian companies have been able to benefit from the increased competition. They have invested in newer technology and production methods and raised their production standards. Some have gained from successful collaborations with foreign companies. Moreover, globalisation has enabled some large Indian companies to emerge as multinationals themselves! Tata Motors (automobiles), Infosys (IT), Ranbaxy (medicines), Asian Paints (paints), Sundaram Fasteners (nuts and bolts)
","Among producers and workers, the impact of globalisation has not been uniform. Firstly, MNCs have increased their investments in India over the past 20 years, which means investing in India has been beneficial for them. MNCs have been interested in industries such as cell phones, automobiles, electronics, soft drinks, fast food or services such as banking in urban areas. These products have a large number of well-off buyers. In these industries and services, new jobs have been created. Also, local companies supplying raw materials, etc. to these industries have prospered.
","The result of greater foreign investment and greater foreign trade has been greater integration of production and markets across countries. Globalisation is this process of rapid integration or interconnection between countries. MNCs are playing a major role in the globalisation process. More and more goods and services, investments and technology are moving between countries. Most regions of the world are in closer
","      Rapid improvement in technology has been one major factor that has stimulated the globalisation process. For instance, the past fifty years have seen several improvements in transportation technology. This has made much faster delivery of goods across long distances possible at lower costs.
"
Q. 13. How can the benefits of globalisation be shared better ? Explain. ,"Ans. The benefits of Globalisation can be shared better in the following ways :  The government policy must protect the interest, not only of the rich and the powerful, but of all the people in the country.  They set up their factories and offices in more than one country.  The set up their units where the cost of production is low and higher profits can be earned."," The above evidence indicates that not everyone has benefited from globalisation. People with education, skill and wealth have made the best use of the new opportunities. On the other hand, there are many people who have not shared the benefits. Since globalisation is now a reality, the question is how to make globalisation more ‘fair’? Fair globalisation would create opportunities for all, and also ensure that the benefits of globalisation are shared better. The government can play a major role in making this possible. Its policies must protect the interests, not only of the rich and the powerful, but all the people in the country. You have read about some of the possible steps that the government can take. For instance, the government can ensure
","investment has facilitated globalisation by removing barriers to trade and investment. At the inter national level, WTO has put pressure on developing countries to liberalise trade and investment. While globalisation has benefited well-off consumers and also producers with skill, education and wealth, many small producers and workers have suffered as a result of the rising competition. Fair globalisation would create opportunities for all, and also ensure that the benefits of globalisation are shared better.
","      Rapid improvement in technology has been one major factor that has stimulated the globalisation process. For instance, the past fifty years have seen several improvements in transportation technology. This has made much faster delivery of goods across long distances possible at lower costs.
","To get such services we have to pay money to these individuals and companies. The purpose of the public sector is not just to earn profits. Governments raise money through taxes and other ways to meet expenses on the services rendered by it. Modern day governments spend on a whole range of activities. What are these activities? Why do governments spend on such activities? Let’s find out. There are several things needed by the society as a whole but which the private sector will not provide at a reasonable cost. Why? Some of these need spending large sums of money, which is beyond the capacity
","that labour laws are properly implemented and the workers get their rights. It can support small producers to improve their performance till the time they become strong enough to compete. If necessary, the government can use trade and investment barriers. It can negotiate at the WTO for ‘fairer rules’. It can also align with other developing countries with similar interests to fight against the domination of developed countries in the WTO. In the past few years, massive campaigns and representation by people’s organisations have influenced important decisions relating to trade and investments at the WTO. This has demonstrated that people also can play an important role in the struggle for fair globalisation.
"
Q. 15. What is Globalization? How can the government ensure fair Globalisation to its people? Give two points. ,"Ans. Globalisation means unification or intergration of the domestic economy with the world economy through trade, capital and technology flows. Government can ensure fair globalisation to its people in the following ways :  Government needs to care about the labour laws so that workers get their rights and support small producers to improve their performance.  Government can negotiate with world trade organization for fairer rules and can align with developing countries to stand against the domination of developed countries. ","The result of greater foreign investment and greater foreign trade has been greater integration of production and markets across countries. Globalisation is this process of rapid integration or interconnection between countries. MNCs are playing a major role in the globalisation process. More and more goods and services, investments and technology are moving between countries. Most regions of the world are in closer
","The past two decades of globalisation has seen rapid movements in (a) goods, services and people between countries. (b) goods, services and investments between countries. (c) goods, investments and people between countries.
","  In this chapter, we looked at the present phase of globalisation. Globalisation is the process of rapid integration of countries. This is happening through greater foreign trade and foreign investment. MNCs are playing a major role in the globalisation process. More and more MNCs are looking for locations around the world that are cheap for their production. As a result, production is being organised in complex ways. Technology, particularly IT, has played a big role in organising production across countries. In addition, liberalisation of trade and
","investment has facilitated globalisation by removing barriers to trade and investment. At the inter national level, WTO has put pressure on developing countries to liberalise trade and investment. While globalisation has benefited well-off consumers and also producers with skill, education and wealth, many small producers and workers have suffered as a result of the rising competition. Fair globalisation would create opportunities for all, and also ensure that the benefits of globalisation are shared better.
","      Rapid improvement in technology has been one major factor that has stimulated the globalisation process. For instance, the past fifty years have seen several improvements in transportation technology. This has made much faster delivery of goods across long distances possible at lower costs.
"
Q. 16. Should more Indian companies emerge as MNCs? How would it benefit the people in the country ? ,"Ans. Yes, more Indian companies should emerge as MNCs. It would benefit the people in the country in the following ways :  New job opportunities have been created by the emergence of Indian companies as MNCs.  Local companies that provide raw material and other services to these companies have prospered.  Rise in production standards, improved the standard of living of the people. ","Among producers and workers, the impact of globalisation has not been uniform. Firstly, MNCs have increased their investments in India over the past 20 years, which means investing in India has been beneficial for them. MNCs have been interested in industries such as cell phones, automobiles, electronics, soft drinks, fast food or services such as banking in urban areas. These products have a large number of well-off buyers. In these industries and services, new jobs have been created. Also, local companies supplying raw materials, etc. to these industries have prospered.
","ADDITIONAL ACTIVITY / PROJECT I. Take some branded products that we use everyday (soaps, toothpaste, garments, electronic goods, etc.). Check which of these are produced by MNCs. II. Take any Indian industry or service of your choice. Collect information and photographs from newspapers, magazine clippings, books, television, internet, interviews with people on the following aspects of the industry. (i) Various producers/companies in the industry (ii) Is the product exported to other countries? (iii) Are there MNCs among the producers? (iv) Competition in the industry (v) Conditions of work in the industry (vi) Has there been any major change in the industry in the past 15 years? (vii) Problems that people in the industry face.
","(v) Several MNCs have invested in setting up factories in India for production
","for their closeness to the markets in the US and Europe. India has highly skilled engineers who can understand the technical aspects of production. It also has educated English speaking youth who can provide customer care services. And all this probably can mean 50-60 per cent cost-savings for the MNC! The advantage of spreading out production across the borders to the multinationals can be truly immense.
","At times, MNCs set up production jointly with some of the local companies of these countries. The benefit to the local company of such joint production is two-fold. First, MNCs can provide money for additional investments, like buying new machines for faster production. Second, MNCs might bring with them the latest technology for production.
"
Q. 1. How can money be easily exchange it for goods or services? Give example to explain. ,"Ans. Money acts easier to exchange itself for goods and services : A person holding money can easily exchange it for any commodity or service that he or she might want. Everyone prefers to receive payments in money and exchange the money for things they want. 		 For example : A shoemaker wants to sell shoes in the market and buy wheat. The shoe maker will first exchange shoes for money and then exchange the money for wheat. If the shoe maker had to directly exchange shoes for wheat without the use of money, he would have to look for a wheat growing farmer who not only wants to sell wheat but also wants to buy the shoe in exchange. Both the parties have to agree to sell and buy each others commodities. This process is very difficult, time consuming and unhealthy.  3","MONEY AS A MEDIUM OF EXCHANGE The use of money spans a very large part of our everyday life. Look around you and you would easily be able to identify several transactions involving money in any single day. Can you make a list of these? In many of these transactions, goods are being bought and sold with the use of money. In some of these transactions, services are being exchanged with money. For some, there might not be any actual transfer of money taking place now but a promise to pay money later. Have you ever wondered why transactions are made in money? The reason is simple. A person holding money can easily exchange it for any commodity or service that he or she might want. Thus everyone prefers to receive payments in money and then exchange the money for things that they want. Take the case of a shoe manufacturer. He wants to sell shoes in the market and buy wheat. The shoe manufacturer will first exchange shoes that he has produced for money, and then exchange the money for wheat. Imagine how much more
","wheat. All he has to do is find a buyer for his shoes. Once he has exchanged his shoes for money, he can purchase wheat or any other commodity in the market. Since money acts as an intermediate in the exchange process, it is called a medium of exchange.
","In contrast, in an economy where money is in use, money by providing the crucial intermediate step eliminates the need for double coincidence of wants. It is no longer necessary for the shoe manufacturer to look for a farmer who will buy his shoes and at the same time sell him
","difficult it would be if the shoe manufacturer had to directly exchange shoes for wheat without the use of money. He would have to look for a wheat growing farmer who not only wants to sell wheat I’LL GIVE but also wants to buy the YOU SHOES shoes in exchange. FOR YOUR WHEAT. That is, both parties have to agree to sell and buy each others commodities. This is known as double coincidence of wants. What a person desires to sell is exactly what the other wishes to buy. In a barter system where goods are directly exchanged without the use of money, double coincidence of wants is an essential feature.
","We have seen that money is something that can act as a medium of exchange in transactions. Before the introduction of coins, a variety of objects was used as money. For example, since the very early ages, Indians used grains and cattle as money. Thereafter came the use of metallic coins — gold, silver, copper coins — a phase which continued well into the last century.
"
Q. 2. How is money transferred from one bank account to another bank account ? Explain with an example. ,"Ans. Money Transfer from one bank account to another bank account : If a person has to make a payment to his or her friend and writes a cheque for a specific amount, this means that the person instructs his bank to pay this amount to his friend. His friend takes this cheque and deposit it in his account in the bank. This said amount is transferred from one bank account to another bank account.  3","made by cheques instead of cash. For payment through cheque, the payer who has an account with the bank, makes out a cheque for a specific amount. A cheque is a paper instructing the bank to pay a specific amount from the person’s account to the person in whose name the cheque has been issued.
","MONEY AS A MEDIUM OF EXCHANGE The use of money spans a very large part of our everyday life. Look around you and you would easily be able to identify several transactions involving money in any single day. Can you make a list of these? In many of these transactions, goods are being bought and sold with the use of money. In some of these transactions, services are being exchanged with money. For some, there might not be any actual transfer of money taking place now but a promise to pay money later. Have you ever wondered why transactions are made in money? The reason is simple. A person holding money can easily exchange it for any commodity or service that he or she might want. Thus everyone prefers to receive payments in money and then exchange the money for things that they want. Take the case of a shoe manufacturer. He wants to sell shoes in the market and buy wheat. The shoe manufacturer will first exchange shoes that he has produced for money, and then exchange the money for wheat. Imagine how much more
","Deposits with Banks The other form in which people hold money is as deposits with banks. At a point of time, people need only some currency for their day-to-day needs. For instance, workers who receive their salaries at the end of each month have extra cash at the beginning of the month. What do people do with this extra cash? They deposit it with the banks by opening a bank account in their name. Banks accept the deposits and also pay an amount as interest on the deposits. In this way people’s money is safe with the banks and it earns an amount as interest. People also have the provision to withdraw the money as and when they require. Since the deposits in the bank accounts can be withdrawn on demand, these deposits are called demand deposits.
","Thus we see that demand deposits share the essential features of money. The facility of cheques against demand deposits makes it possible to directly settle payments without the use of cash. Since demand deposits are accepted widely as a means of payment, along with currency, they constitute money in the modern economy.
","TWO DIFFERENT CREDIT SITUATIONS A large number of transactions in our day-to-day activities involve credit in some form or the other. Credit (loan) refers to an agreement in which the lender supplies the borrower with money, goods or services in return for the promise of future payment. Let us see how credit works through the following two examples.
"
Q. 3. Why is modern currency accepted as a medium of exchange without any use of its own? Find out the reason. 			 ,"Ans. Modern currency is accepted as a medium of exchange without any use of its own because :  Modern currency is authorized by the government of a country.  In India, the Reserve Bank of India issues all currency notes on behalf of Central Government.  No other individual or organization is allowed to issue currency.  The law legalises the use of rupee as a medium of payment that cannot be refused in settling transactions in India.  No individual in India can legally refuse a payment made in Rupees.  1 × 3 = 3 ","Modern forms of money include currency — paper notes and coins. Unlike the things that were used as money earlier, modern currency is not made of precious metal such as gold, silver and copper. And unlike grain and cattle, they are neither of everyday use. The modern currency is without any use of its own. Then, why is it accepted as a medium of exchange? It is accepted as a medium of exchange because the currency is authorised by the government of the country. In India, the Reserve Bank of India issues currency notes on behalf of the central government. As per Indian law, no other individual or
","organisation is allowed to issue currency. Moreover, the law legalises the use of rupee as a medium of payment that cannot be refused in settling transactions in India. No individual in India can legally refuse a payment made in rupees. Hence, the rupee is widely accepted as a medium of exchange.
","NOTES FOR THE TEACHER CHAPTER 3 : MONEY AND CREDIT Money is a fascinating subject and full of curiosities. It is important to capture this element for the students. The history of money and how various forms were used at different times is an interesting story. At this stage the purpose is to allow students to realise the social situation in which these forms were used. Modern forms of money are linked to the banking system. This is the central idea of the first part of the chapter. The present situation in India, where newer forms of money are slowly spreading with computerisation of the banking system, offers many opportunities to students to explore on their own. We need not get into a formal discussion of the ‘functions of money’ but let it come up as questions. There are certain areas that are not covered, such as ‘creation of money’ (money multiplier) or the backing of the modern system that may be discussed if you desire. As you would see in the chapter, the stock of money consists of currency held by the public and the demand deposits that they hold with the banks. This is the money that people can use as they wish and the government has to ensure that the system works smoothy. What would happen when the government declares that some of the currency notes used by people would be made invalid and would be replaced by new currency? In India, during November 2016, currency notes in the denomination of Rs. 500 and Rs. 1,000 were declared invalid. People were asked to surrender these notes to the bank by a specific period and receive new Rs. 500, Rs. 2,000 or other currency notes. This is known as ‘demonetisation’. Since then, people were also encouraged to use their bank deposits rather than cash for transactions. Hence, digital transactions started by using bank-to-bank transfer through the internet or mobile phones, cheques, ATM cards, credit cards, and Point of Sale (POS) swipe machines at shops. This is promoted to reduce the requirement of cash for transactions and also control corruption. Students could be asked to debate on the process and the impact of demonetisation. They can be guided to make
","MODERN FORMS OF MONEY
","Currency
"
"Q. 4. Explain with examples, how people are involved with the banks. ",Ans. We know that banks accept the deposits from the people who have surplus money and also pay an interest on the deposits. But banks keep only a small portion (15 percent in India) of their deposits as cash with themselves. This is kept as a provision to pay the depositors who might come to withdraw money from their accounts in the bank on any day. They use the major portion of the deposits to extend loans to those who need money. In this way banks mediate between those who have surplus money and those who need money.,"LOAN ACTIVITIES OF BANKS Let us take the story of banks further. What do the banks do with the deposits which they accept from the public? There is an interesting mechanism at work here. Banks keep only a small proportion of their deposits as cash with themselves. For example, banks in India these days hold about 15 per cent of their deposits as cash. This is kept as provision to pay the depositors who might come to withdraw money from the bank on any given day. Since, on any particular day, only some of its many depositors come to withdraw cash, the bank is able to manage with this cash. Banks use the major portion of the deposits to extend loans. There is a
","Deposits with Banks The other form in which people hold money is as deposits with banks. At a point of time, people need only some currency for their day-to-day needs. For instance, workers who receive their salaries at the end of each month have extra cash at the beginning of the month. What do people do with this extra cash? They deposit it with the banks by opening a bank account in their name. Banks accept the deposits and also pay an amount as interest on the deposits. In this way people’s money is safe with the banks and it earns an amount as interest. People also have the provision to withdraw the money as and when they require. Since the deposits in the bank accounts can be withdrawn on demand, these deposits are called demand deposits.
","huge demand for loans for various economic activities. We shall read more about this in the following sections. Banks make use of the deposits to meet the loan requirements of the people. In this way, banks mediate between those who have surplus funds (the depositors) and those who are in need of these funds (the borrowers). Banks charge a higher interest rate on loans than what they offer on deposits. The difference between what is charged from borrowers and what is paid to depositors is their main source of income.
","NOTES FOR THE TEACHER CHAPTER 3 : MONEY AND CREDIT Money is a fascinating subject and full of curiosities. It is important to capture this element for the students. The history of money and how various forms were used at different times is an interesting story. At this stage the purpose is to allow students to realise the social situation in which these forms were used. Modern forms of money are linked to the banking system. This is the central idea of the first part of the chapter. The present situation in India, where newer forms of money are slowly spreading with computerisation of the banking system, offers many opportunities to students to explore on their own. We need not get into a formal discussion of the ‘functions of money’ but let it come up as questions. There are certain areas that are not covered, such as ‘creation of money’ (money multiplier) or the backing of the modern system that may be discussed if you desire. As you would see in the chapter, the stock of money consists of currency held by the public and the demand deposits that they hold with the banks. This is the money that people can use as they wish and the government has to ensure that the system works smoothy. What would happen when the government declares that some of the currency notes used by people would be made invalid and would be replaced by new currency? In India, during November 2016, currency notes in the denomination of Rs. 500 and Rs. 1,000 were declared invalid. People were asked to surrender these notes to the bank by a specific period and receive new Rs. 500, Rs. 2,000 or other currency notes. This is known as ‘demonetisation’. Since then, people were also encouraged to use their bank deposits rather than cash for transactions. Hence, digital transactions started by using bank-to-bank transfer through the internet or mobile phones, cheques, ATM cards, credit cards, and Point of Sale (POS) swipe machines at shops. This is promoted to reduce the requirement of cash for transactions and also control corruption. Students could be asked to debate on the process and the impact of demonetisation. They can be guided to make
","Thus we see that demand deposits share the essential features of money. The facility of cheques against demand deposits makes it possible to directly settle payments without the use of cash. Since demand deposits are accepted widely as a means of payment, along with currency, they constitute money in the modern economy.
"
Q. 5. How is money used in everyday life ? Explain with examples. ,"Ans. In modern times, money is used as a medium of exchange because it has been authorized by the government as a currency. In everyday lives we use money :  To buy goods and services like in market money can be used to buy clothes, vegetables etc.  To deposits in banks so that money can be saved and used for future use. For example—if a labourer deposits his monthly salary in his bank account, then, he can use it in instalments in the whole month.  As a store value. For instance, we cannot store perishable goods like milk, grain, etc. To exchange goods in future. However, we can buy precious metals like gold and save it for future use. 1 × 3 = 3","MONEY AS A MEDIUM OF EXCHANGE The use of money spans a very large part of our everyday life. Look around you and you would easily be able to identify several transactions involving money in any single day. Can you make a list of these? In many of these transactions, goods are being bought and sold with the use of money. In some of these transactions, services are being exchanged with money. For some, there might not be any actual transfer of money taking place now but a promise to pay money later. Have you ever wondered why transactions are made in money? The reason is simple. A person holding money can easily exchange it for any commodity or service that he or she might want. Thus everyone prefers to receive payments in money and then exchange the money for things that they want. Take the case of a shoe manufacturer. He wants to sell shoes in the market and buy wheat. The shoe manufacturer will first exchange shoes that he has produced for money, and then exchange the money for wheat. Imagine how much more
","We have seen that money is something that can act as a medium of exchange in transactions. Before the introduction of coins, a variety of objects was used as money. For example, since the very early ages, Indians used grains and cattle as money. Thereafter came the use of metallic coins — gold, silver, copper coins — a phase which continued well into the last century.
","In contrast, in an economy where money is in use, money by providing the crucial intermediate step eliminates the need for double coincidence of wants. It is no longer necessary for the shoe manufacturer to look for a farmer who will buy his shoes and at the same time sell him
","Modern forms of money include currency — paper notes and coins. Unlike the things that were used as money earlier, modern currency is not made of precious metal such as gold, silver and copper. And unlike grain and cattle, they are neither of everyday use. The modern currency is without any use of its own. Then, why is it accepted as a medium of exchange? It is accepted as a medium of exchange because the currency is authorised by the government of the country. In India, the Reserve Bank of India issues currency notes on behalf of the central government. As per Indian law, no other individual or
","Deposits with Banks The other form in which people hold money is as deposits with banks. At a point of time, people need only some currency for their day-to-day needs. For instance, workers who receive their salaries at the end of each month have extra cash at the beginning of the month. What do people do with this extra cash? They deposit it with the banks by opening a bank account in their name. Banks accept the deposits and also pay an amount as interest on the deposits. In this way people’s money is safe with the banks and it earns an amount as interest. People also have the provision to withdraw the money as and when they require. Since the deposits in the bank accounts can be withdrawn on demand, these deposits are called demand deposits.
"
Q. 6. How is money used as a medium of exchange? Explain with examples. ,"Ans. Money acts as a medium of exchange in the following ways :  Overcomes the problem of double co-incidence of wants. For example, if a person needs wheat in exchange of tea, then he/she must search for a person who is ready to trade wheat for tea. Money made the need for such searches redundant.  Acts as a medium of deferred payment.  Has a store value. ","MONEY AS A MEDIUM OF EXCHANGE The use of money spans a very large part of our everyday life. Look around you and you would easily be able to identify several transactions involving money in any single day. Can you make a list of these? In many of these transactions, goods are being bought and sold with the use of money. In some of these transactions, services are being exchanged with money. For some, there might not be any actual transfer of money taking place now but a promise to pay money later. Have you ever wondered why transactions are made in money? The reason is simple. A person holding money can easily exchange it for any commodity or service that he or she might want. Thus everyone prefers to receive payments in money and then exchange the money for things that they want. Take the case of a shoe manufacturer. He wants to sell shoes in the market and buy wheat. The shoe manufacturer will first exchange shoes that he has produced for money, and then exchange the money for wheat. Imagine how much more
","We have seen that money is something that can act as a medium of exchange in transactions. Before the introduction of coins, a variety of objects was used as money. For example, since the very early ages, Indians used grains and cattle as money. Thereafter came the use of metallic coins — gold, silver, copper coins — a phase which continued well into the last century.
","wheat. All he has to do is find a buyer for his shoes. Once he has exchanged his shoes for money, he can purchase wheat or any other commodity in the market. Since money acts as an intermediate in the exchange process, it is called a medium of exchange.
","In contrast, in an economy where money is in use, money by providing the crucial intermediate step eliminates the need for double coincidence of wants. It is no longer necessary for the shoe manufacturer to look for a farmer who will buy his shoes and at the same time sell him
","organisation is allowed to issue currency. Moreover, the law legalises the use of rupee as a medium of payment that cannot be refused in settling transactions in India. No individual in India can legally refuse a payment made in rupees. Hence, the rupee is widely accepted as a medium of exchange.
"
Q. 7. What are the modern forms of money? Why is the ‘rupee’ widely accepted as a medium of exchange? Explain two reasons. ,Ans. The modern forms of money are listed below :  Paper currency  Coins  Demand deposits  Cheques The rupee is accepted as a medium of exchange in the following ways : Refer to Ans of Q. 6. ,"Modern forms of money include currency — paper notes and coins. Unlike the things that were used as money earlier, modern currency is not made of precious metal such as gold, silver and copper. And unlike grain and cattle, they are neither of everyday use. The modern currency is without any use of its own. Then, why is it accepted as a medium of exchange? It is accepted as a medium of exchange because the currency is authorised by the government of the country. In India, the Reserve Bank of India issues currency notes on behalf of the central government. As per Indian law, no other individual or
","You must remember the role that the banks play here. But for the banks, there would be no demand deposits and no payments by cheques against these deposits. The modern forms of money — currency and deposits — are closely linked to the working of the modern banking system.
","Thus we see that demand deposits share the essential features of money. The facility of cheques against demand deposits makes it possible to directly settle payments without the use of cash. Since demand deposits are accepted widely as a means of payment, along with currency, they constitute money in the modern economy.
","NOTES FOR THE TEACHER CHAPTER 3 : MONEY AND CREDIT Money is a fascinating subject and full of curiosities. It is important to capture this element for the students. The history of money and how various forms were used at different times is an interesting story. At this stage the purpose is to allow students to realise the social situation in which these forms were used. Modern forms of money are linked to the banking system. This is the central idea of the first part of the chapter. The present situation in India, where newer forms of money are slowly spreading with computerisation of the banking system, offers many opportunities to students to explore on their own. We need not get into a formal discussion of the ‘functions of money’ but let it come up as questions. There are certain areas that are not covered, such as ‘creation of money’ (money multiplier) or the backing of the modern system that may be discussed if you desire. As you would see in the chapter, the stock of money consists of currency held by the public and the demand deposits that they hold with the banks. This is the money that people can use as they wish and the government has to ensure that the system works smoothy. What would happen when the government declares that some of the currency notes used by people would be made invalid and would be replaced by new currency? In India, during November 2016, currency notes in the denomination of Rs. 500 and Rs. 1,000 were declared invalid. People were asked to surrender these notes to the bank by a specific period and receive new Rs. 500, Rs. 2,000 or other currency notes. This is known as ‘demonetisation’. Since then, people were also encouraged to use their bank deposits rather than cash for transactions. Hence, digital transactions started by using bank-to-bank transfer through the internet or mobile phones, cheques, ATM cards, credit cards, and Point of Sale (POS) swipe machines at shops. This is promoted to reduce the requirement of cash for transactions and also control corruption. Students could be asked to debate on the process and the impact of demonetisation. They can be guided to make
","MODERN FORMS OF MONEY
"
