question,answer,context_1,context_2,context_3,context_4,context_5
Q. 3. Suggest any two measures to check communalism in India. ,Ans.  Communal prejudices and propaganda need to be countered in everyday life.  Religion based mobilisation needs to be countered in the arena of politics.,"countered in everyday life and religionbased mobilisation needs to be countered in the arena of politics.
","Communalism The problem begins when religion is seen as the basis of the nation. The example of Northern Ireland in Chapter 3 shows the dangers of such an approach to nationalism. The problem becomes more acute when religion is expressed in politics in exclusive and partisan terms, when one religion and its followers are pitted against another. This happens when beliefs of one religion are presented as superior to those of other religions, when the demands of one religious group are formed in opposition to another and when state power is used to establish domination of one religious group over the rest. This manner of using religion in politics is communal politics. Communal politics is based on the idea that religion is the principal basis of social community. Communalism involves thinking along the following lines. The followers of a particular religion must belong to one community. Their fundamental interests are the same. Any difference that they may have is irrelevant or trivial for community life. It also follows that people who follow different religions cannot belong to the
","This belief is fundamentally flawed. People of one religion do not have the same interests and aspirations in every context. Everyone has several other roles, positions and identities. There are many voices inside every community. All these voices have a right to be heard. Therefore any attempt to bring all followers of one religion together in context other than religion is bound to suppress many voices within that community. Communalism can take various forms in politics: l The most common expression of communalism is in everyday beliefs. These routinely involve religious prejudices, stereotypes of religious communities and belief in the superiority of one’s religion over other religions. This is so common that we often fail to notice it, even when we believe in it. l A communal mind often leads to a quest for political dominance of one’s own religious community. For those belonging to majority community, this takes the for m of majoritarian dominance. For those belonging to the minority community, it can take the form of a desire to form a separate political unit. l Political mobilisation on religious lines is another frequent form of
","communalism. This involves the use of sacred symbols, religious leaders, emotional appeal and plain fear in order to bring the followers of one religion together in the political arena. In electoral politics this often involves special appeal to the interests or emotions of voters of one religion in preference to others. l Sometimes communalism takes its most ugly form of communal violence, riots and massacre. India and Pakistan suffered some of the worst communal riots at the time of the Partition. The post-Independence period has also seen large scale communal violence.
","particular religion like Hinduism or Islam but moral values that inform all religions. He believed that politics must be guided by ethics drawn from religion. l Human rights groups in our country have argued that most of the victims of communal riots in our country are people from religious minorities. They have demanded that the government take special steps to protect religious minorities. l Women’s movement has argued that FAMILY LAWS of all religions discriminate against women. So they have demanded that government should change these laws to make them more equitable. All these instances involve a relationship between religion and politics.
"
Q. 4. “The Government of India gives holidays for the festivals of most of the religions.” Why is it so ? Give your view point. ,"Ans. It is so because :  India is a secular state, there is no official religion in our country.  The constitution provides freedom to all to profess, practice and propagate any religion or not to follow any.  The constitution prohibits discrimination on the ground of religion.","Secular state Communalism was and continues to be one of the major challenges to democracy in our country. The makers of our Constitution were aware of this challenge. That is why they chose the model of a secular state. This choice was reflected in several constitutional provisions that we studied last year: l There is no official religion for the Indian state. Unlike the status of Buddhism in Sri Lanka, that of Islam in Pakistan and that of Christianity in England, our Constitution does not give a special status to any religion.
","10. Which among the following statements about India’s Constitution is wrong? It (a) prohibits discrimination on grounds of religion. (b) gives official status to one religion. (c) provides to all individuals freedom to profess any religion. (d) ensures equality of citizens within religious communities. 11. Social divisions based on _________ are peculiar to India.
","6. Mention any two constitutional provisions that make India a secular state.
","Understood in this sense, secularism is not just an ideology of some parties or persons. This idea constitutes one of the foundations of our country. Communalism should not be seen as a threat to some people in India. It threatens the very idea of India. That is why communalism needs to be combated. A secular Constitution like ours is necessary but not sufficient to combat communalism. Communal prejudices and propaganda need to be
","l The Constitution provides to all individuals and communities freedom to profess, practice and propagate any religion, or not to follow any. l The Constitution prohibits discrimination on grounds of religion.
"
Q. 5. What is Communalism? How is communalism a hindrance in the functioning of our democracy? Explain. ,"Ans. Communalism : When beliefs of one religion are presented as superior to those of other religions, when the demands of one religious group are formed in opposition to another and when state power is used to establish domination of one religious group over the rest, we call it as communalism. 		Communalism is a hindrance in the functioning of our democracy as :  Communalism leads to the belief that people belonging to different religions cannot live as equal citizens within one nation. Either, one of them has to dominate the rest or they have to form different nation.  Any attempt to bring all followers of one religion together in context other than religion is bound to suppress many voices within that community.","same social community. If the followers of different religion have some commonalities these are superficial and immaterial. Their interests are bound to be different and involve a conflict. In its extreme form communalism leads to the belief that people belonging to different religions cannot live as equal citizens within one nation. Either, one of them has to dominate the rest or they have to form different nations.
","This belief is fundamentally flawed. People of one religion do not have the same interests and aspirations in every context. Everyone has several other roles, positions and identities. There are many voices inside every community. All these voices have a right to be heard. Therefore any attempt to bring all followers of one religion together in context other than religion is bound to suppress many voices within that community. Communalism can take various forms in politics: l The most common expression of communalism is in everyday beliefs. These routinely involve religious prejudices, stereotypes of religious communities and belief in the superiority of one’s religion over other religions. This is so common that we often fail to notice it, even when we believe in it. l A communal mind often leads to a quest for political dominance of one’s own religious community. For those belonging to majority community, this takes the for m of majoritarian dominance. For those belonging to the minority community, it can take the form of a desire to form a separate political unit. l Political mobilisation on religious lines is another frequent form of
","Communalism The problem begins when religion is seen as the basis of the nation. The example of Northern Ireland in Chapter 3 shows the dangers of such an approach to nationalism. The problem becomes more acute when religion is expressed in politics in exclusive and partisan terms, when one religion and its followers are pitted against another. This happens when beliefs of one religion are presented as superior to those of other religions, when the demands of one religious group are formed in opposition to another and when state power is used to establish domination of one religious group over the rest. This manner of using religion in politics is communal politics. Communal politics is based on the idea that religion is the principal basis of social community. Communalism involves thinking along the following lines. The followers of a particular religion must belong to one community. Their fundamental interests are the same. Any difference that they may have is irrelevant or trivial for community life. It also follows that people who follow different religions cannot belong to the
","communalism. This involves the use of sacred symbols, religious leaders, emotional appeal and plain fear in order to bring the followers of one religion together in the political arena. In electoral politics this often involves special appeal to the interests or emotions of voters of one religion in preference to others. l Sometimes communalism takes its most ugly form of communal violence, riots and massacre. India and Pakistan suffered some of the worst communal riots at the time of the Partition. The post-Independence period has also seen large scale communal violence.
","Caste in politics As in the case of communalism, casteism is rooted in the belief that caste is the sole basis of social community. According to this way of thinking, people belonging to the same caste belong to a natural social community and have the same interests which they do not share with anyone from another caste. As we saw in the case of communalism, such a belief is not borne out by our experience. Caste is one aspect of our experience but it is not the only relevant or the most important aspect. Caste can take various forms in politics: l When parties choose candidates in elections, they keep in mind the caste composition of the electorate and nominate candidates from different castes so as to muster necessary support to win elections. When governments are formed, political parties usually take care that representatives of different castes and tribes find a place in it.
"
Q. 6. How are religious differences expressed in politics ? ,"Ans. The religious differences are often expressed in the field of politics, i.e. :  Gandhiji used to say that religion can never be separated from politics, what he meant by religion was not any particular religion like Hinduism or Islam but moral values that infirm all religions. He believed that politics must be guided by ethics drawn from religion.  Human right groups in our country have argued that most of the victims of communal riots in our country are people from religious minorities. They have demanded that the government take special steps to protect religious minorities.  Womens’ movement has agreed that family laws of all religions discriminate against women. So they have demanded that government should change these laws to make them more equitable. 1×3=3 5 marks each","particular religion like Hinduism or Islam but moral values that inform all religions. He believed that politics must be guided by ethics drawn from religion. l Human rights groups in our country have argued that most of the victims of communal riots in our country are people from religious minorities. They have demanded that the government take special steps to protect religious minorities. l Women’s movement has argued that FAMILY LAWS of all religions discriminate against women. So they have demanded that government should change these laws to make them more equitable. All these instances involve a relationship between religion and politics.
","Let us now turn to a very different kind of social division, the division based on religious differences. This division is not as universal as gender, but religious diversity is fairly widespread in the world today. Many countries including India have in their population, followers of different religions. As we noticed in the case of Northern Ireland, even when most of the people belong to the same religion, there can be serious differences about the way people practice that religion. Unlike gender differences, the religious differences are often expressed in the field of politics. Consider the following: l Gandhiji used to say that religion can never be separated from politics. What he meant by religion was not any
","In the previous chapter we noted that the existence of social diversity does not threaten democracy. Political expression of social differences is possible and sometimes quite desirable in a democratic system. In this chapter we apply these ideas to the practice of democracy in India. We look at three kinds of social differences that can take the form of social divisions and inequalities. These are social differences based on gender, religion and caste. In each case we look at the nature of this division in India and how it gets expressed in politics. We also ask whether different expressions based on these differences are healthy or otherwise in a democracy.
","But they do not seem very wrong or dangerous. Ideas, ideals and values drawn from different religions can and perhaps should play a role in politics. People should be able to express in politics their needs, interests and demands as a member of a religious community. Those who hold political power should sometimes be able to regulate the practice of religion so as to prevent discrimination and oppression. These political acts are not wrong as long as they treat every religion equally.
","This belief is fundamentally flawed. People of one religion do not have the same interests and aspirations in every context. Everyone has several other roles, positions and identities. There are many voices inside every community. All these voices have a right to be heard. Therefore any attempt to bring all followers of one religion together in context other than religion is bound to suppress many voices within that community. Communalism can take various forms in politics: l The most common expression of communalism is in everyday beliefs. These routinely involve religious prejudices, stereotypes of religious communities and belief in the superiority of one’s religion over other religions. This is so common that we often fail to notice it, even when we believe in it. l A communal mind often leads to a quest for political dominance of one’s own religious community. For those belonging to majority community, this takes the for m of majoritarian dominance. For those belonging to the minority community, it can take the form of a desire to form a separate political unit. l Political mobilisation on religious lines is another frequent form of
"
Q. 1. Highlight any three steps taken by India towards making it a federation. ,Ans.  Reorganisation of states on linguistic basis.  Centre state relations.  Decentralisation or any other relevant point.  1 × 3 = 3,"Take the example of your own state or any other state that was affected by linguistic reorganisation. Write a short note for or against the argument given by the author here on the basis of that example.
","When the demand for the formation of States on the basis of language was raised, some national leaders feared that it would lead to the disintegration of the country. The Central Government resisted linguistic States for some time. But the experience has shown that the formation of linguistic States has actually made the country, more united. It has also made administration easier.
","Linguistic States The creation of linguistic States was the first and a major test for democratic politics in our country. If you look at
","Centre-State relations
","the political map of India when it began its journey as a democracy in 1947 and that of 2019, you will be surprised by the extent of the changes. Many old States have vanished and many new States have been created. Areas, boundaries and names of the States have been changed. In 1947, the boundaries of several old States of India were changed in order to create new States. This was done to ensure that people who spoke the same language lived in the same State. Some States were created not on the basis of language but to recognise differences based on culture, ethnicity or geography. These include States like Nagaland, Uttarakhand and Jharkhand.
"
Q. 2. Highlight three major distinctions between the federations of ‘coming together’ type and ‘holding together’ type.  1 mark each 3 marks each,"Ans. Holding Together Federation :  Large country decides to divide its power between states and the centre.  Central government tends to be more powerful.  Federating units have unequal power.  India, Spain, Belgium. Coming Together Federation :  Independent states coming together on their own to form a bigger unit.  All the states have equal power and are strong.  By pooling sovereignty and retaining identify, they increase their security.  U.S.A, Switzerland, Australia.  3","The exact balance of power between the central and the state government varies from one federation to another. This balance depends mainly on the historical context in which the federation was formed. There are two kinds of routes through which federations have been formed. The first route involves independent States coming together on their own to form a bigger unit, so that by pooling sovereignty and retaining identity they can increase their security. This type of ‘coming together’ federations include the USA, Switzerland and Australia. In this first category of federations, all the constituent States usually have equal power and are strong vis-à-vis the federal government. The second route is where a large country decides to divide its power between the constituent States and the national government. India, Spain and Belgium are examples of this kind of ‘holding together’ federations. In this second categor y, the central government tends to be more powerful vis-à-vis the States. Very often different constituent units of the federation have unequal powers. Some units are granted special powers.
","12. Consider the following two statements. A. In a federation the powers of the federal and provincial governments are clearly demarcated. B. India is a federation because the powers of the Union and State Governments are specified in the Constitution and they have exclusive jurisdiction on their respective subjects. C. Sri Lanka is a federation because the country is divided into provinces. D. India is no longer a federation because some powers of the States have been devolved to the local government bodies. Which of the statements given above are correct? (a) A, B and C (b) A, C and D (c) A and B only (d) B and C only
","What about subjects that do not fall in any of the three lists? Or subjects like computer software that came up after the constitution was made? According to our constitution, the Union Government has the power to legislate on these ‘residuary’ subjects. We noted above that most federations that are formed by ‘holding together’ do not give equal power to its constituent units. Thus, all States in the Indian Union do not have identical powers. Some States enjoy a special status. States such as Assam, Nagaland, Arunachal Pradesh and Mizoram enjoy special powers under certain provisions of the Constitution of India (Article 371) due to their peculiar social and historical circumstances. These special powers are especially enjoyed in relation to the protection of land rights of indigenous peoples, their culture and also preferential employment in government services. Indians who are not permanent residents of this State cannot buy land or house here. Similar special
","Let us begin with the Constitution. India had emerged as an independent nation after a painful and bloody partition. Soon after Independence, several princely states became a part of the country. The Constitution declared India as a Union of States. Although it did not use the word federation, the Indian Union is based on the principles of federalism. Let us go back to the seven features of federalism mentioned above. We can see that all these features apply to the provisions of the Indian Constitution. The Constitution originally provided for a two-tier system of government, the Union Government or what we call the Central Government, representing
","for all practical purposes, a unitary system where the national government has all the powers. Tamil leaders want Sri Lanka to become a federal system. Federalism is a system of government in which the power is divided between a central authority and various constituent units of the country. Usually, a federation has two levels of government. One is the government for the entire country that is usually responsible for a few subjects of common national interest. The others are governments at the level of provinces or states that look after much of the day-to-day administering of their state. Both these levels of governments enjoy their power independent of the other.
"
Q. 3. What are the constitution ? three lists given in the  Or 		Describe the three-fold distribution of legislative power between the Union Government and State Governments of India. ,"Ans. The three-fold distribution of legislative powers :  Union list : Union lists consist of 97 subjects. It includes subjects of national importance such as defence of the country, foreign affairs, banking, communication and currency.  State list : State list consists of 66 subjects. It contains subjects of state and local importance such as police, trade, commerce, agriculture and irrigation. Concurrent list : Concurrent list consist of 47 subjects It includes subjects of common interest to both such as education, forest, trade unions, marriage, adoption and succession.","the Union of India and the State governments. Later, a third tier of federalism was added in the form of Panchayats and Municipalities. As in any federation, these different tiers enjoy separate jurisdiction. The Constitution clearly provided a threefold distribution of legislative powers between the Union Government and the State Governments. Thus, it contains three lists: l Union List includes subjects of national importance such as defence of the country, foreign affairs, banking, communications and currency. They are included in this list because we need a uniform policy on these matters throughout the country. The Union Government alone can make laws relating to the subjects mentioned in the Union List. l State List contains subjects of State and local importance such as police, trade, commerce, agriculture and irrigation. The State Governments
","Union List State List Concurrent List
","State List Union List Concurrent List Residuary powers
","What about subjects that do not fall in any of the three lists? Or subjects like computer software that came up after the constitution was made? According to our constitution, the Union Government has the power to legislate on these ‘residuary’ subjects. We noted above that most federations that are formed by ‘holding together’ do not give equal power to its constituent units. Thus, all States in the Indian Union do not have identical powers. Some States enjoy a special status. States such as Assam, Nagaland, Arunachal Pradesh and Mizoram enjoy special powers under certain provisions of the Constitution of India (Article 371) due to their peculiar social and historical circumstances. These special powers are especially enjoyed in relation to the protection of land rights of indigenous peoples, their culture and also preferential employment in government services. Indians who are not permanent residents of this State cannot buy land or house here. Similar special
","forest, trade unions, marriage, adoption and succession. Both the Union as well as the State Governments can make laws on the subjects mentioned in this list. If their laws conflict with each other, the law made by the Union Government will prevail.
"
Q. 4. Describe the three-tier system of Indian federation ? ,"Ans. Three-tier system means three levels of government. The Indian constitution was originally provided for a two-tier system of government : The Union government or the Central government, and The State governments. But, later a third-tier of federalism was added in the form of Panchyats at rural level and municipalities at urban level. Every level enjoys separate jurisdiction.    ","the Union of India and the State governments. Later, a third tier of federalism was added in the form of Panchayats and Municipalities. As in any federation, these different tiers enjoy separate jurisdiction. The Constitution clearly provided a threefold distribution of legislative powers between the Union Government and the State Governments. Thus, it contains three lists: l Union List includes subjects of national importance such as defence of the country, foreign affairs, banking, communications and currency. They are included in this list because we need a uniform policy on these matters throughout the country. The Union Government alone can make laws relating to the subjects mentioned in the Union List. l State List contains subjects of State and local importance such as police, trade, commerce, agriculture and irrigation. The State Governments
","for all practical purposes, a unitary system where the national government has all the powers. Tamil leaders want Sri Lanka to become a federal system. Federalism is a system of government in which the power is divided between a central authority and various constituent units of the country. Usually, a federation has two levels of government. One is the government for the entire country that is usually responsible for a few subjects of common national interest. The others are governments at the level of provinces or states that look after much of the day-to-day administering of their state. Both these levels of governments enjoy their power independent of the other.
","Let us look at some of the key features of federalism : 1 There are two or more levels (or tiers) of government. 2 Different tiers of government govern the same citizens, but each tier has its own JURISDICTION in specific matters of legislation, taxation and administration. 3 The jurisdictions of the respective levels or tiers of government are specified in the constitution. So the existence and authority of each tier of government is constitutionally guaranteed. 4 The fundamental provisions of the constitution cannot be unilaterally changed by one level of government. Such changes require the consent of both the levels of government. 5 Courts have the power to interpret the constitution and the powers of different levels of government. The highest court acts as an umpire if disputes arise between different levels of government in the exercise of their respective powers. 6 Sources of revenue for each level of government are clearly specified to ensure its financial autonomy.
","We noted above that federal governments have two or more tiers of governments. We have so far discussed the two-tiers of government in our country. But a vast country like India cannot be run only through these two-tiers. States in India are as large as independent countries of Europe. In terms of population, Uttar Pradesh is bigger than Russia, Maharashtra is about as big as Germany. Many of these States are internally very diverse. There is thus a need for power sharing within these States. Federal power sharing in India needs another tier of government, below that of the State governments. This is the rationale for decentralisation of power. Thus, resulted a third-tier of government, called local government. When power is taken away from Central and State governments and given to local government, it is called decentralisation. The basic idea behind decentralisation is that there are a large number of problems and issues which are best settled at the local level. People have better knowledge of problems in their localities. They also have better ideas on where to spend money and how to manage things more efficiently. Besides, at the local level it is possible for the people to directly participate in decision making. This helps to inculcate a habit of democratic participation. Local government is the best way to realise one important principle of democracy, namely local self-government. The need for decentralisation was recognised in our Constitution. Since then, there have been several attempts to decentralise power to the level of villages and towns. Panchayats in
","In this sense, federations are contrasted with unitary governments. Under the unitary system, either there is only one level of government or the sub-units are subordinate to the central government. The central government can pass on orders to the provincial or the local government. But in a federal system, the central government cannot order the state government to do something. State government has powers of its own for which it is not answerable to the central government. Both these governments are separately answerable to the people.
"
Q. 1. Describe the power sharing arrangement made by Belgium ?  Or 		Explain any three elements of the Belgium model of power sharing. ,"Ans. The main elements of the Belgium model of powersharing includes :  Constitution prescribes that the number of Dutch and French speaking ministers shall be equal in the central government. Some special laws require the support of majority of members from each linguistic group. Thus, no single community can make decisions unilaterally.  Many powers of the central government have been given to state governments of the two regions of the country. The state governments are not subordinate to the central government.  Brussels had a separate government in which both the communities have equal representation. The French speaking people accepted equal representation in Brussels because the Dutchspeaking community has accepted equal representation in the central government. 1×3=3","single community can make decisions unilaterally. l Many powers of the central government have been given to state governments of the two regions of the country. The state governments are not subordinate to the Central Government. l Brussels has a separate government in which both the communities have equal representation. The Frenchspeaking people accepted equal representation in Brussels because the Dutch-speaking community has accepted equal representation in the Central Government.
","3 Power may also be shared among different social groups such as the religious and linguistic groups. ‘Community government’ in Belgium is a good example of this arrangement. In some countries there are constitutional and legal arrangements whereby socially weaker sections and women are represented in the legislatures and administration. Last year, we studied the system of ‘reserved constituencies’ in assemblies and the parliament of our country. This type of arrangement is meant to give space in the government and administration to diverse social groups who otherwise
","What is federalism? Let us get back to the contrast between Belgium and Sri Lanka that we saw in the last chapter. You would recall that one of the key changes made in the Constitution of Belgium was to reduce the power of the Central Government and to give these powers to the regional governments. Regional governments existed in Belgium even earlier. They had their roles and powers. But all these powers were given to these governments and could be withdrawn by the Central Government. The change that took place in 1993 was that the regional governments were given constitutional powers that were no longer dependent on the central government. Thus, Belgium shifted from a unitary to a federal form of government. Sri Lanka continues to be,
","7. Consider the following statements about power sharing arrangements in Belgium and Sri Lanka. A. In Belgium, the Dutch-speaking majority people tried to impose their domination on the minority French-speaking community. B. In Sri Lanka, the policies of the government sought to ensure the dominance of the Sinhala-speaking majority. C. The Tamils in Sri Lanka demanded a federal arrangement of power sharing to protect their culture, language and equality of opportunity in education and jobs. D. The transformation of Belgium from unitary government to a federal one prevented a possible division of the country on linguistic lines. Which of the statements given above are correct? (a) A, B, C and D
","l Constitution prescribes that the number of Dutch and French-speaking ministers shall be equal in the central government. Some special laws require the support of majority of members from each linguistic group. Thus, no
"
"Q. 2. Describe any three majoritarian measures adopted by the Srilankan Government to establish Sinhala supremacy.  Or 		Describe any three provisions of the Act which was passed in Sri Lanka in 1956 to establish Sinhala supremacy.  Or 		Why did the Srilankan Tamils feel alienated in spite of their long stay in Sri Lanka ?  Or 		Explain three measures taken by Sri Lanka, according to an Act passed in 1956.  Or 		Which three provisions of the Act passed in Sri Lanka in 1956 established Sinhala Supremacy ?  Or 		What were the reasons for the alienation of Srilankan Tamils ? What was the effect of this on the country ?  Or 		Why Sri Lankan Tamils felt alienated ?  3 marks each","Ans. Sri Lankan Tamils felt alienated because :  Government adopted majoritarian measure to establish Sinhala Supremacy. In 1956, an Act was passed to recognise Sinhala as the only official language thus disregarding Tamil.  The governments followed preferential politics that favoured Sinhala applicants for university positions and government jobs.  A new constitution stipulated that the state shall protect and foster Buddhism.  Srilankan Tamils felt that none of the major political parties by the Buddhist Sinhala leaders were sensitive to their language and culture.  As a result, the relations between the Sinhala and Tamil communities strained overtime and it soon turned into a civil war.  1×3=3 ","In 1956, an Act was passed to recognise Sinhala as the only official language, thus disregarding Tamil. The governments followed preferential policies that favoured Sinhala applicants for university positions and government jobs. A new constitution stipulated that the state shall protect and foster Buddhism. All these government measures, coming one after the other, gradually increased the feeling of alienation among the Sri Lankan Tamils. They felt that none of the major political parties led by the Buddhist Sinhala leaders was sensitive to their language and culture. They felt that the constitution and
","between the Sinhala and Tamil communities strained over time. The Sri Lankan Tamils launched parties and struggles for the recognition of Tamil as an official language, for regional autonomy and equality of opportunity in securing education and jobs. But their demand for more autonomy to provinces populated by the Tamils was repeatedly denied. By 1980s several political organisations were formed demanding an independent Tamil Eelam (state) in northern and eastern parts of Sri Lanka.
","are called ‘Sri Lankan Tamils’ (13 per cent). The rest, whose forefathers came from India as plantation workers during colonial period, are called ‘Indian Tamils’. As you can see from the map, Sri Lankan Tamils are concentrated in the north and east of the country. Most of the Sinhalaspeaking people are Buddhists, while most of the Tamils are Hindus or Muslims. There are about 7 per cent Christians, who are both Tamil and Sinhala. Just imagine what could happen in situations like this. In Belgium, the
","and education much later. This led to tensions between the Dutch-speaking and French-speaking communities during the 1950s and 1960s. The tension between the two communities was more acute in Brussels. Brussels presented a special problem: the Dutch-speaking people constituted a majority in the country, but a minority in the capital. Let us compare this to the situation in another country. Sri Lanka is an island nation, just a few kilometres off the southern coast of Tamil Nadu. It has about two crore people, about the same as in Haryana. Like other nations in the South Asia region, Sri Lanka has a diverse population. The major social groups are the Sinhala-speakers (74 per cent) and the Tamil-speakers (18 per cent). Among Tamils there are two subgroups. Tamil natives of the country
","Sri Lanka emerged as an independent country in 1948. The leaders of the Sinhala community sought to secure dominance over government by virtue of their majority. As a result, the democratically elected government adopted a series of MAJORITARIAN measures to establish Sinhala supremacy.
"
Q. 3. Compare the different ways in which the Belgians and the Sri Lankans have dealt with the problem of cultural diversity. 		 ,"Ans.		The Belgian leaders recognised the existence of regional and cultural diversities.  They amended their constitution four times so as to work out an innovative arrangement that would enable everyone to live together in peace and harmony, i.e., there was sharing of power between the Dutch and the French both in the central government; state government and community government. They followed a policy of accommodation.  This helped to avoid civic strife and division of the country on linguistic lines.  On the other hand, the Sinhalese who were in majority in Sri Lanka as compared to the Tamils followed a policy of majoritarianism and adopted a series of measures to establish Sinhala supremacy by passing an Act of 1956. These measures alienated the Tamils leading to civic strife between the two communities.  1×3=3","and education much later. This led to tensions between the Dutch-speaking and French-speaking communities during the 1950s and 1960s. The tension between the two communities was more acute in Brussels. Brussels presented a special problem: the Dutch-speaking people constituted a majority in the country, but a minority in the capital. Let us compare this to the situation in another country. Sri Lanka is an island nation, just a few kilometres off the southern coast of Tamil Nadu. It has about two crore people, about the same as in Haryana. Like other nations in the South Asia region, Sri Lanka has a diverse population. The major social groups are the Sinhala-speakers (74 per cent) and the Tamil-speakers (18 per cent). Among Tamils there are two subgroups. Tamil natives of the country
","7. Consider the following statements about power sharing arrangements in Belgium and Sri Lanka. A. In Belgium, the Dutch-speaking majority people tried to impose their domination on the minority French-speaking community. B. In Sri Lanka, the policies of the government sought to ensure the dominance of the Sinhala-speaking majority. C. The Tamils in Sri Lanka demanded a federal arrangement of power sharing to protect their culture, language and equality of opportunity in education and jobs. D. The transformation of Belgium from unitary government to a federal one prevented a possible division of the country on linguistic lines. Which of the statements given above are correct? (a) A, B, C and D
","Dutch community could take advantage of its numeric majority and force its will on the French and German-speaking population. This would push the conflict among communities further. This could lead to a very messy partition of the country; both the sides would claim control over Brussels. In Sri Lanka, the Sinhala community enjoyed an even bigger majority and could impose its will on the entire country. Now, let us look at what happened in both these countries.
","The Belgian leaders took a different path. They recognised the existence of regional differences and cultural diversities. Between 1970 and 1993, they amended their constitution four times so as to work out an arrangement that would enable everyone to live together within the same country. The arrangement they worked out is different from any other country and is very innovative. Here are some of the elements of the Belgian model:
","In 1956, an Act was passed to recognise Sinhala as the only official language, thus disregarding Tamil. The governments followed preferential policies that favoured Sinhala applicants for university positions and government jobs. A new constitution stipulated that the state shall protect and foster Buddhism. All these government measures, coming one after the other, gradually increased the feeling of alienation among the Sri Lankan Tamils. They felt that none of the major political parties led by the Buddhist Sinhala leaders was sensitive to their language and culture. They felt that the constitution and
"
Q. 4. Explain any three consequences of the majoritarian policies adopted by the Sri Lankan government. ,Ans. Consequences of majoritarian policies adopted by Sri Lankan Government were :  Tamils felt the government was not sensitive about Tamil language and culture because Sinhala was declared the official language.  Tamils felt discriminated against securing jobs and education which were given preferentially to the Sinhala speakers.  Tamils felt the government was practising religious discrimination because the State fostered Buddhism. Relations between Tamils and Sinhalese became strained.  1×3=3,"In 1956, an Act was passed to recognise Sinhala as the only official language, thus disregarding Tamil. The governments followed preferential policies that favoured Sinhala applicants for university positions and government jobs. A new constitution stipulated that the state shall protect and foster Buddhism. All these government measures, coming one after the other, gradually increased the feeling of alienation among the Sri Lankan Tamils. They felt that none of the major political parties led by the Buddhist Sinhala leaders was sensitive to their language and culture. They felt that the constitution and
","Majoritarianism in Sri Lanka government policies denied them equal political rights, discriminated against them in getting jobs and other opportunities and ignored their interests. As a result, the relations
","between the Sinhala and Tamil communities strained over time. The Sri Lankan Tamils launched parties and struggles for the recognition of Tamil as an official language, for regional autonomy and equality of opportunity in securing education and jobs. But their demand for more autonomy to provinces populated by the Tamils was repeatedly denied. By 1980s several political organisations were formed demanding an independent Tamil Eelam (state) in northern and eastern parts of Sri Lanka.
","are called ‘Sri Lankan Tamils’ (13 per cent). The rest, whose forefathers came from India as plantation workers during colonial period, are called ‘Indian Tamils’. As you can see from the map, Sri Lankan Tamils are concentrated in the north and east of the country. Most of the Sinhalaspeaking people are Buddhists, while most of the Tamils are Hindus or Muslims. There are about 7 per cent Christians, who are both Tamil and Sinhala. Just imagine what could happen in situations like this. In Belgium, the
","and education much later. This led to tensions between the Dutch-speaking and French-speaking communities during the 1950s and 1960s. The tension between the two communities was more acute in Brussels. Brussels presented a special problem: the Dutch-speaking people constituted a majority in the country, but a minority in the capital. Let us compare this to the situation in another country. Sri Lanka is an island nation, just a few kilometres off the southern coast of Tamil Nadu. It has about two crore people, about the same as in Haryana. Like other nations in the South Asia region, Sri Lanka has a diverse population. The major social groups are the Sinhala-speakers (74 per cent) and the Tamil-speakers (18 per cent). Among Tamils there are two subgroups. Tamil natives of the country
"
