question,answer,context
What is significance of F 0 – F1 combination in mitochondria?,It maintains the proton gradient on the two sides of the membrane.,"Sucrose solution Membrane
 "
Why is R.Q. is less than one for fats?,"A fat molecule contains less oxygen as compared to carbon, hence, consume more oxygen and evolve less CO 2. ","Percentage saturation of haemoglobin with oxygen
 17.4.1 Transport of Oxygen Haemoglobin is a red coloured iron containing pigment present in the RBCs. O2 can bind with haemoglobin in a reversible manner to form oxyhaemoglobin. Each haemoglobin molecule can carry a maximum of four molecules of O2. Binding of oxygen with haemoglobin is primarily related to partial pressure of O2. Partial pressure of CO2, hydrogen ion concentration and temperature are the other factors which can interfere with this binding. A sigmoid curve is obtained when percentage saturation of haemoglobin with O2 is plotted against the pO 2 . This curve is called the Oxygen dissociation curve (Figure 17.5) and is highly useful in studying the effect of factors like pCO2, H+ concentration, etc., on binding of O2 100 with haemoglobin. In the alveoli, where there is high pO2, low pCO2, lesser H+ concentration 80 and lower temperature, the factors are all favourable for the formation of 60 oxyhaemoglobin, whereas in the tissues, where low pO 2 , high pCO 2 , high H + 40 concentration and higher temperature exist, the conditions are favourable for dissociation 20 of oxygen from the oxyhaemoglobin. This clearly indicates that O 2 gets bound to haemoglobin in the lung surface and gets 20 0 60 80 40 100 dissociated at the tissues. Every 100 ml of Partial pressure of oxygen (mm Hg) oxygenated blood can deliver around 5 ml of O2 to the tissues under normal physiological Figure 17.5 Oxygen dissociation curve conditions.
 17.4.2 Transport of Carbon dioxide CO2 is carried by haemoglobin as carbamino-haemoglobin (about 20-25 per cent). This binding is related to the partial pressure of CO2. pO2 is a major factor which could affect this binding. When pCO2 is high and pO2 is low as in the tissues, more binding of carbon dioxide occurs whereas, when the pCO2 is low and pO2 is high as in the alveoli, dissociation
 FAT
 "
What role is played by ATPase?,"ATPase helps in the formation of ATP from ADP, Pi and energy by downward flow of protons.","ATP
 "
What is the full form of EMP pathway?,EMP = Embden - Mayerhof - Parnas pathway.,"14.2 GLYCOLYSIS The term glycolysis has originated from the Greek words, glycos for sugar, and lysis for splitting. The scheme of glycolysis was given by Gustav Embden, Otto Meyerhof, and J. Parnas, and is often referred to as the EMP pathway. In anaerobic organisms, it is the only process in respiration. Glycolysis occurs in the cytoplasm of the cell and is present in all living organisms. In this process, glucose undergoes partial oxidation to form two molecules of pyruvic acid. In plants, this glucose is derived from sucrose, which is the end product of photosynthesis, or from storage
 "
What is respirometer?,Instrument for measuring respiratory quotient as well as rate of respiration is called as respirometer.,"RESPIRATION
 14.7 RESPIRATORY QUOTIENT Let us now look at another aspect of respiration. As you know, during aerobic respiration, O2 is consumed and CO2 is released. The ratio of the volume of CO2 evolved to the volume of O2 consumed in respiration is called the respiratory quotient (RQ) or respiratory ratio. RQ =
 volume of CO2 evolved volume of O2 consumed
 The respiratory quotient depends upon the type of respiratory substrate used during respiration. When carbohydrates are used as substrate and are completely oxidised, the RQ will be 1, because equal amounts of CO2 and O2 are evolved and consumed, respectively, as shown in the equation below :
 "
Why oxygen is the ultimate acceptor of electrons in ETS?,Oxygen is the ultimate acceptor of electron is ETS because it becomes reactive and combines with protons to form metabolic water.,"system of electron carriers called electron transport system (ETS) located on the inner membrane of the mitochondria. The electrons, as they move through the system, release enough energy that are trapped to synthesise ATP. This is called oxidative phosphorylation. In this process O2 is the ultimate acceptor of electrons and it gets reduced to water. The respiratory pathway is an amphibolic pathway as it involves both anabolism and catabolism. The respiratory quotient depends upon the type of respiratory substance used during respiration.
 "
What is proton gradient?,The difference in the proton concentration on the outer and inner side of the inner mitochondrial membrane is known as proton gradient.,"membrane-bound structure with the outer membrane and the inner membrane dividing its lumen distinctly into two aqueous compartments, i.e., the outer compartment and the inner compartment. The inner compartment is filled with a dense homogeneous substance called the matrix. The outer membrane forms the continuous limiting boundary of the organelle. The inner membrane forms a number of infoldings called the cristae (sing.: crista) towards the matrix (Figure 8.7). The cristae increase the surface area. The two membranes have their own specific enzymes associated with the mitochondrial function. Mitochondria are the sites of aerobic respiration. They produce cellular energy in the form of ATP, hence they are called ‘power houses’ of the cell. The matrix also possesses single circular DNA molecule, a few RNA molecules, ribosomes (70S) and the components required for the synthesis of proteins. The mitochondria divide by fission.
 "
What are the alternative names for pentose phosphate pathway?,The alternative names for pentose phosphate pathway are oxidative phosphate pathway and Hexose monophosphate shunt (HMP).  ,"system of electron carriers called electron transport system (ETS) located on the inner membrane of the mitochondria. The electrons, as they move through the system, release enough energy that are trapped to synthesise ATP. This is called oxidative phosphorylation. In this process O2 is the ultimate acceptor of electrons and it gets reduced to water. The respiratory pathway is an amphibolic pathway as it involves both anabolism and catabolism. The respiratory quotient depends upon the type of respiratory substance used during respiration.
 "
Where are the pigment located in photosynthetic bacteria ?,The pigments in photosynthetic bacteria are located in the folds of cell membrane.,"You would of course answer: in ‘the green leaf’ or ‘in the chloroplasts’, based on what you earlier read in Chapter 8. You are definitely right. Photosynthesis does take place in the green leaves of plants but it does so also in other green parts of the plants. Can you name some other parts where you think photosynthesis may occur? You would recollect from previous unit that the mesophyll cells in the leaves, have a large number of chloroplasts. Usually the chloroplasts align themselves along the walls of the mesophyll cells, such that they get the optimum quantity of the incident light. When do you think the chloroplasts will be aligned with their flat surfaces parallel to the walls? When would they be perpendicular to the incident light? You have studied the structure of chloroplast in Chapter 8. Within the chloroplast there is membranous system consisting of grana, the stroma lamellae, and the matrix stroma (Figure 13.2). There is a clear division of labour within the chloroplast. The membrane system is responsible for trapping the light energy and also for the synthesis of ATP and NADPH. In stroma, enzymatic reactions synthesise sugar, which in turn forms starch. The former set of reactions, since they are directly light driven are called light reactions (photochemical reactions). The latter are not directly light driven but are dependent on the products of light reactions (ATP and NADPH). Hence, to distinguish the latter they are called, by convention, as dark reactions (carbon reactions). However, this should not be construed to mean that they occur in darkness or that they are not light-dependent. Outer membrane Inner membrane Stromal lamella Grana
 "
What will happen if a plant is given only green light ?,"If a plant is given only green light, no photosynthesis will occur. Green light is not absorbed by the photosynthetic pigments as it is reflected back as such.","Looking at plants have you ever wondered why and how there are so many shades of green in their leaves – even in the same plant? We can look for an answer to this question by trying to separate the leaf pigments of any green plant through paper chromatography. A chromatographic separation of the leaf pigments shows that the colour that we see in leaves is not due to a single pigment but due to four pigments: Chlorophyll a (bright or blue green in the chromatogram), chlorophyll b (yellow green), xanthophylls (yellow) and carotenoids (yellow to yellow-orange). Let us now see what roles various pigments play in photosynthesis. Pigments are substances that have an ability to absorb light, at specific wavelengths. Can you guess which is the most abundant plant pigment in the world? Let us study the graph showing the ability of chlorophyll a pigment to absorb lights of different wavelengths (Figure 13.3 a). Of course, you are familiar with the wavelength of the visible spectrum of light as well as the VIBGYOR. From Figure 13.3a can you determine the wavelength (colour of light) at which chlorophyll a shows the maximum absorption? Does it show another absorption peak at any other wavelengths too? If yes, which one? Now look at Figure 13.3b showing the wavelengths at which maximum photosynthesis occurs in a plant. Can you see that the wavelengths at which there is maximum absorption by chlorophyll a, i.e., in the blue and the red regions, also shows higher rate of photosynthesis. Hence, we can conclude that chlorophyll a is the chief pigment associated with photosynthesis. But by looking at Figure 13.3c can you say that there is a complete one-to-one overlap between the absorption spectrum of chlorophyll a and the action spectrum of photosynthesis?
 "
Name the central element present in chlorophyll.,Magnesium is the central element in chlorophyll.,"Chlorophyll a, b
 "
Which chlorophyll is termed as universal photosynthetic pigment ?,𝛽 -carotene can be converted to vitamin A.,"anti-A, B
 "
Mention the difference between the structis chlorophyll ′𝒂′ and chlorophyll ′𝒃’.,"Chlorophyll 'a’ has methyl (C H3 ) group and Chlorophyll ′𝑏’, has an aldehyde (CHO) group.","Chlorophyll a, b
 "
What is the main function of Chlorophyll pigment ?,𝐶𝑙𝑎𝑑𝑜𝑝ℎ𝑜𝑟𝑎.,"in
 A
 A
 "
Name the most abundant enzyme in the world ?   ,RuBisCO,"Does the plant have RuBisCO?
 "
How many molecules of ATP and how many molecules of NADPH + 𝐇+ are spent to fix three molecules of C𝐎𝟐 ? ,Fixation of three molecules of CO2 uses 9 ATP and 6 NADPH molecules in C3 plants.In C4 plants for fixation of 3 CO2 molecules 15 ATP and 6 NADPH and 6 NADPH energy is equired.,"Hence for every CO2 molecule entering the Calvin cycle, 3 molecules of ATP and 2 of NADPH are required. It is probably to meet this difference in number of ATP and NADPH used in the dark reaction that the cyclic phosphorylation takes place. To make one molecule of glucose 6 turns of the cycle are required. Work out how many ATP and NADPH molecules will be required to make one molecule of glucose through the Calvin pathway. It might help you to understand all of this if we look at what goes in and what comes out of the Calvin cycle. In Six CO2 18 ATP 12 NADPH
 "
What is the site of formation of glycoxylate from glycolate?,The site of formation of glyoxylate from glycolate is peroxisomes of mesophyll cells.,"What is periderm? How does periderm formation take place in the dicot stems?
 "
Why are the 𝐂𝟒 plants more efficient in picking up C𝐎𝟐 when it is found in low concentration.,The C4 plants are more efficient in picking up CO4 even when it is found in low concentration because of the high affinity of PEP.,"rich in an enzyme Ribulose bisphosphate carboxylase-oxygenase (RuBisCO), but lack PEPcase. Thus, the basic pathway that results in the formation of the sugars, the Calvin pathway, is common to the C3 and C4 plants. Did you note that the Calvin pathway occurs in all the mesophyll cells of the C3 plants? In the C4 plants it does not take place in the mesophyll cells but does so only in the bundle sheath cells.
 13.9 PHOTORESPIRATION Let us try and understand one more process that creates an important difference between C3 and C4 plants – Photorespiration. To understand photorespiration we have to know a little bit more about the first step of the Calvin pathway – the first CO2 fixation step. This is the reaction where RuBP combines with CO2 to form 2 molecules of 3PGA, that is catalysed by RuBisCO. RuBisCo → 2 × 3PGA RuBP + CO2 
 RuBisCO that is the most abundant enzyme in the world (Do you wonder why?) is characterised by the fact that its active site can bind to both CO2 and O2 – hence the name. Can you think how this could be possible? RuBisCO has a much greater affinity for CO2 when the CO2: O2 is nearly equal. Imagine what would happen if this were not so! This binding is competitive. It is the relative concentration of O2 and CO2 that determines which of the two will bind to the enzyme. In C3 plants some O2 does bind to RuBisCO, and hence CO2 fixation is decreased. Here the RuBP instead of being converted to 2 molecules of PGA binds with O2 to form one molecule of phosphoglycerate and phosphoglycolate (2 Carbon) in a pathway called photorespiration. In the photorespiratory pathway, there is neither synthesis of sugars, nor of ATP. Rather it results in the release of CO2 with the utilisation of ATP. In the photorespiratory pathway there is no synthesis of ATP or NADPH. The biological function of photorespiration is not known yet. In C4 plants photorespiration does not occur. This is because they have a mechanism that increases the concentration of CO2 at the enzyme site. This takes place when the C4 acid from the mesophyll is broken down in the bundle sheath cells to release CO2 – this results in increasing the intracellular concentration of CO2. In turn, this ensures that the RuBisCO functions as a carboxylase minimising the oxygenase activity. Now that you know that the C4 plants lack photorespiration, you probably can understand why productivity and yields are better in these plants. In addition these plants show tolerance to higher temperatures. Based on the above discussion can you compare plants showing the C3 and the C4 pathway? Use the table format given and fill in the information.
 C3 Plants
 C4 Plants
 C4 Plants
 "
Give two examples of 𝐂𝟒 plants.,"(i) 𝐸𝑥𝑝𝑖𝑏𝑜𝑟𝑏𝑖𝑎, (ii)𝐵𝑜𝑢𝑔𝑎𝑖𝑛𝑣𝑖𝑙𝑙𝑒𝑎.","(i)
 pO2 lesser, pCO2 higher
 (ii)
 (ii)
 "
What is assimilatory power ?,"Chemical energy of ATP and reducing power of NADP H2 , are assimilatory powers.","ATP
 ATP Reduction
 ATP + NADPH
 "
In what form carbohydrates are translocated in plants ?,Carbohydrates are translocated in plants in the form of sucrose.,"The bulk movement of substances through the conducting or vascular tissues of plants is called translocation. Do you remember studying cross sections of roots, stems and leaves of higher plants and studying the vascular system? The higher plants have highly specialised vascular tissues – xylem and phloem. Xylem is associated with translocation of mainly water, mineral salts, some organic nitrogen and hormones, from roots to the aerial parts of the plants. The phloem translocates a variety of organic and inorganic solutes, mainly from the leaves to other parts of the plants.
 "
What is photon ? What is the term given to the energy contained in photon ?,Discrete partidles believed to be present in light are called photons. The energy contained in a photon is termed as quantum.,"D Light intensity
 "
"Why are the C, plants more affected by high temperatures ?",At high temperature 𝐂𝟑 plants are more affected because of increased affinity of RuBisCo to oxygen.,"RuBisCO that is the most abundant enzyme in the world (Do you wonder why?) is characterised by the fact that its active site can bind to both CO2 and O2 – hence the name. Can you think how this could be possible? RuBisCO has a much greater affinity for CO2 when the CO2: O2 is nearly equal. Imagine what would happen if this were not so! This binding is competitive. It is the relative concentration of O2 and CO2 that determines which of the two will bind to the enzyme. In C3 plants some O2 does bind to RuBisCO, and hence CO2 fixation is decreased. Here the RuBP instead of being converted to 2 molecules of PGA binds with O2 to form one molecule of phosphoglycerate and phosphoglycolate (2 Carbon) in a pathway called photorespiration. In the photorespiratory pathway, there is neither synthesis of sugars, nor of ATP. Rather it results in the release of CO2 with the utilisation of ATP. In the photorespiratory pathway there is no synthesis of ATP or NADPH. The biological function of photorespiration is not known yet. In C4 plants photorespiration does not occur. This is because they have a mechanism that increases the concentration of CO2 at the enzyme site. This takes place when the C4 acid from the mesophyll is broken down in the bundle sheath cells to release CO2 – this results in increasing the intracellular concentration of CO2. In turn, this ensures that the RuBisCO functions as a carboxylase minimising the oxygenase activity. Now that you know that the C4 plants lack photorespiration, you probably can understand why productivity and yields are better in these plants. In addition these plants show tolerance to higher temperatures. Based on the above discussion can you compare plants showing the C3 and the C4 pathway? Use the table format given and fill in the information.
 "
Name three cell organelles involved photorespiration.,"Chloroplast, Mitochondria and Peroxisomes.","Peroxisome
 Mitochondrion
 Cytoplasm Chloroplast Golgi apparatus
 the aleuroplasts store proteins. Majority of the chloroplasts of the green plants are found in the mesophyll cells of the leaves. These are lens-shaped, oval, spherical, discoid or even ribbon-like organelles having variable length (5-10µm) and width (2-4µm). Their number varies from 1 per cell of the Chlamydomonas, a green alga to 20-40 per cell in the mesophyll. Like mitochondria, the chloroplasts are also double membrane bound. Of the two, Figure 8.8 Sectional view of chloroplast the inner chloroplast membrane is relatively less permeable. The space limited by the inner membrane of the chloroplast is called the stroma. A number of organised flattened membranous sacs called the thylakoids, are present in the stroma (Figure 8.8). Thylakoids are arranged in stacks like the piles of coins called grana (singular: granum) or the intergranal thylakoids. In addition, there are flat membranous tubules called the stroma lamellae connecting the thylakoids of the different grana. The membrane of the thylakoids enclose a space called a lumen. The stroma of the chloroplast contains enzymes required for the synthesis of carbohydrates and proteins. It also contains small, doublestranded circular DNA molecules and ribosomes. Chlorophyll pigments are present in the thylakoids. The ribosomes of the chloroplasts are smaller (70S) than the cytoplasmic ribosomes (80S).
 "
Name the C𝐎𝟐 acceptor in 𝐂𝟒 cycle.,It is a distinct morphological structural unit in the thylakoid which embodies a photosynthetic unit.,"The complex tissues are made of more than one type of cells and these work together as a unit. Xylem and phloem constitute the complex tissues in plants (Figure 6.3). Xylem functions as a conducting tissue for water and minerals from roots to the stem and leaves. It also provides mechanical strength to the plant parts. It is composed of four different kinds of elements, namely, tracheids, vessels, xylem fibres and xylem parenchyma. Gymnosperms lack vessels in their xylem. Tracheids are elongated or tube like cells with thick and lignified walls and tapering ends. These are dead and are without protoplasm. The inner layers of the cell walls have thickenings which vary in form. In flowering plants, tracheids and vessels are the main water transporting elements. Vessel is a long cylindrical tube-like structure made up of many cells called vessel members, each with lignified walls and a large central cavity. The vessel cells are also devoid of protoplasm. Vessel members are interconnected through perforations in their common walls. The presence of vessels is a characteristic feature of angiosperms. Xylem fibres have highly thickened walls and obliterated central lumens. These may either be septate or aseptate. Xylem parenchyma cells are living and thin-walled, and their cell walls are made up of cellulose. They store food materials in the form of starch or fat, and other substances like tannins. The radial conduction of water takes place by the ray parenchymatous cells. Primary xylem is of two types – protoxylem and metaxylem. The first formed primary xylem elements are called protoxylem and the later formed primary xylem is called metaxylem. In stems, the protoxylem lies towards the centre (pith) and the metaxylem lies towards the periphery of the organ. This type of primary xylem is called endarch. In roots, the protoxylem lies towards periphery and metaxylem lies towards the centre. Such arrangement of primary xylem is called exarch. Phloem transports food materials, usually from leaves to other parts of the plant. Phloem in angiosperms is composed of sieve tube elements, companion cells, phloem parenchyma
 "
"A potted plant otherwise kept in sunlight,ih shifted to monochromatic red light Will the rate of photosynthesis increase, decrease or remain the same ?",Decrease.,"Reduction
 H N
 Reduction H
 "
Where is NADP reductase enzyme located ?,NADP reductase enzyme is located on the stroma side of the membrane.,"(b) As electrons move through the photosystems, protons are transported across the membrane. This happens because the primary accepter of electron which is located towards the outer side of the membrane transfers its electron not to an electron carrier but to an H carrier. Hence, this molecule removes a proton from the stroma while transporting an electron. When this molecule passes on its electron to the electron carrier on the inner side of the membrane, the proton is released into the inner side or the lumen side of the membrane. (c) The NADP reductase enzyme is located on the stroma side of the membrane. Along with electrons that come from the acceptor of electrons of PS I, protons are necessary for the reduction of NADP+ to NADPH+ H+. These protons are also removed from the stroma. Hence, within the chloroplast, protons in the stroma decrease in number, while in the lumen there is accumulation of protons. This creates a proton gradient across the thylakoid membrane as well as a measurable decrease in pH in the lumen. Why are we so interested in the proton gradient? This gradient is important because it is the breakdown of this gradient that leads to the synthesis of ATP. The gradient is broken down due to the movement of protons across the membrane to the stroma through the transmembrane
 "
How does the light beyond the saturation point affect photosynthesis?,"Beyond the saturation point, an increase in incident light causes the breakdown of chlorophyll and a decreased process of photosynthesis.","incident light beyond a point causes the breakdown of chlorophyll and a decrease in photosynthesis.
 "
What is Kranz anatomy ?,"Kranz anatomy is the special structure of leaves in C4 PLANTS (eg. maize) where the tissue equivalent to the spongy mesophyll cells is clustered in a ring around the leaf veins, outside the bundle-sheath cells.","13.8 THE C4 PATHWAY Plants that are adapted to dry tropical regions have the C4 pathway mentioned earlier. Though these plants have the C4 oxaloacetic acid as the first CO2 fixation product they use the C3 pathway or the Calvin cycle as the main biosynthetic pathway. Then, in what way are they different from C3 plants? This is a question that you may reasonably ask. C4 plants are special: They have a special type of leaf anatomy, they tolerate higher temperatures, they show a response to high light intensities, they lack a process called photorespiration and have greater productivity of biomass. Let us understand these one by one. Study vertical sections of leaves, one of a C3 plant and the other of a C4 plant. Do you notice the differences? Do both have the same types of mesophylls? Do they have similar cells around the vascular bundle sheath? The particularly large cells around the vascular bundles of the C4 plants are called bundle sheath cells, and the leaves which have such anatomy are said to have ‘Kranz’ anatomy. ‘Kranz’ means ‘wreath’ and is a reflection of the arrangement of cells. The bundle sheath cells may form several layers around the vascular bundles; they are characterised by having a large number of chloroplasts, thick walls impervious to gaseous exchange and no intercellular spaces. You may like to cut a section of the leaves of C4 plants – maize or sorghum – to observe the Kranz anatomy and the distribution of mesophyll cells. It would be interesting for you to collect leaves of diverse species of plants around you and cut vertical sections of the leaves. Observe under the microscope – look for the bundle sheath around the vascular bundles. The presence of the bundle sheath would help you identify the C4 plants.
 "
Which compound acts as C 𝐎𝟐 acceptor in Calvin cycle ?,"Ribulose-1-5-biphosphate, a 5-carbon compound is the acceptor of C O2 in Calvin cycle.","Ribulose-1,5bisphosphate
 rich in an enzyme Ribulose bisphosphate carboxylase-oxygenase (RuBisCO), but lack PEPcase. Thus, the basic pathway that results in the formation of the sugars, the Calvin pathway, is common to the C3 and C4 plants. Did you note that the Calvin pathway occurs in all the mesophyll cells of the C3 plants? In the C4 plants it does not take place in the mesophyll cells but does so only in the bundle sheath cells.
 13.9 PHOTORESPIRATION Let us try and understand one more process that creates an important difference between C3 and C4 plants – Photorespiration. To understand photorespiration we have to know a little bit more about the first step of the Calvin pathway – the first CO2 fixation step. This is the reaction where RuBP combines with CO2 to form 2 molecules of 3PGA, that is catalysed by RuBisCO. RuBisCo → 2 × 3PGA RuBP + CO2 
 "
Name the primary acceptor of carbon dioxide in 𝐂𝟑 and 𝐂𝟒 plants.,"C3 plants : 5 Carbon Ketose Sugar, Ribulose-1,5- bisphosphate (RuBP) C4 plants: 3Carbon molecule phosphoend pyruvate (PEP).","rich in an enzyme Ribulose bisphosphate carboxylase-oxygenase (RuBisCO), but lack PEPcase. Thus, the basic pathway that results in the formation of the sugars, the Calvin pathway, is common to the C3 and C4 plants. Did you note that the Calvin pathway occurs in all the mesophyll cells of the C3 plants? In the C4 plants it does not take place in the mesophyll cells but does so only in the bundle sheath cells.
 "
Name the hormones which increase and decrease the rate of photosynthesis.,Cytokinins and gibberellins increase and ABA decrease the rate of photosynthesis.,"Rate of photosynthesis
 "
Why are transitional curves produced during low of limiting factor?,The transitional curves are produced because of the presence of a large number of green cells and numerous chloroplast in the cell.,"Let us now see what happens in geometrical growth. In most systems, the initial growth is slow (lag phase), and it increases rapidly thereafter – at an exponential rate (log or exponential phase). Here, both the progeny cells following mitotic cell division retain the ability to divide and continue to do so. However, with limited nutrient supply, the growth slows down leading to a stationary phase. If we plot the parameter of growth against time, we get a typical sigmoid or S-curve (Figure 15.6). A sigmoid curve is a characteristic of living organism growing in a natural environment. It is typical for all cells, tissues and organs of a plant. Can you think of more similar examples? What kind of a curve can you expect in a tree showing seasonal activities? The exponential growth can be expressed as
 "
Define light compensation point ?,The point in light intensity where no gaseous exchange occur during photosynthesis is called as light compensation point.,"These graphs, together, show that most of the photosynthesis takes place in the blue and red regions of the spectrum; some photosynthesis does take place at the other wavelengths of the visible spectrum. Let us see how this happens. Though chlorophyll is the major pigment responsible for trapping light, other thylakoid pigments like chlorophyll b, xanthophylls and carotenoids, which are called accessory pigments, also absorb light and transfer the energy to chlorophyll a. Indeed, they not only enable a wider range of wavelength of incoming light to be utilised for photosyntesis but also protect chlorophyll a from photo-oxidation.
 Figure 13.10 Graph of light intensity on the rate of photosynthesis
 We need to distinguish between light quality, light intensity and the duration of exposure to light, while discussing light as a factor that affects photosynthesis. There is a linear relationship between incident light and CO2 fixation rates at low light intensities. At higher light intensities, gradually the rate does not show further increase as other factors become limiting (Figure 13.10). What is interesting to note is that light saturation occurs at 10 per cent of the full sunlight. Hence, except for plants in shade or in dense forests, light is rarely a limiting factor in nature. Increase in
 "
What is C𝐎𝟐 compensation point ?,"When CO2 conc. is reduced, there comes a point at which illuminated plant stop absorbing CO2 from the environment, it is known as C O2 compensation point.","13.10.2 Carbon dioxide Concentration Carbon dioxide is the major limiting factor for photosynthesis. The concentration of CO2 is very low in the atmosphere (between 0.03 and 0.04 per cent). Increase in concentration upto 0.05 per cent can cause an increase in CO2 fixation rates; beyond this the levels can become damaging over longer periods. The C3 and C4 plants respond differently to CO2 concentrations. At low light conditions neither group responds to high CO2 conditions. At high light intensities, both C3 and C4 plants show increase in the rates of photosynthesis. What is important to note is that the C4 plants show saturation at about 360 µlL-1 while C3 responds to increased CO2 concentration and saturation is seen only beyond 450 µlL-1. Thus, current availability of CO2 levels is limiting to the C3 plants. The fact that C3 plants respond to higher CO2 concentration by showing increased rates of photosynthesis leading to higher productivity has been used for some greenhouse crops such as tomatoes and bell pepper. They are allowed to grow in carbon dioxide enriched atmosphere that leads to higher yields.
 13.10.3 Temperature The dark reactions being enzymatic are temperature controlled. Though the light reactions are also temperature sensitive they are affected to a much lesser extent. The C4 plants respond to higher temperatures and show higher rate of photosynthesis while C3 plants have a much lower temperature optimum. The temperature optimum for photosynthesis of different plants also depends on the habitat that they are adapted to. Tropical plants have a higher temperature optimum than the plants adapted to temperate climates.
 13.10.4 Water Even though water is one of the reactants in the light reaction, the effect of water as a factor is more through its effect on the plant, rather than directly on photosynthesis. Water stress causes the stomata to close hence reducing the CO2 availability. Besides, water stress also makes leaves wilt, thus, reducing the surface area of the leaves and their metabolic activity as well.
 "
Name the first C𝐎𝟐 fixation produced in 𝐂𝟒 plants.,Oxaloacetic acid (OAA) ,"O
 HOCH2
 O
 Oxaloacetic acid (4C)
 "
What is Warburg effect?,"At very high oxygen content, the rate of photosynthesis begins to decline in all plants, this phenomenon is called Warburg effect.","PHOTOSYNTHESIS IN HIGHER PLANTS
 "
What is red drop ?   ,Red drop is the occasional fall in photosynthetic yield beyond red region of spectrum (Emersor 1943). This is also called Emerson effect.,"PHOTOSYNTHESIS IN HIGHER PLANTS
 211
 These graphs, together, show that most of the photosynthesis takes place in the blue and red regions of the spectrum; some photosynthesis does take place at the other wavelengths of the visible spectrum. Let us see how this happens. Though chlorophyll is the major pigment responsible for trapping light, other thylakoid pigments like chlorophyll b, xanthophylls and carotenoids, which are called accessory pigments, also absorb light and transfer the energy to chlorophyll a. Indeed, they not only enable a wider range of wavelength of incoming light to be utilised for photosyntesis but also protect chlorophyll a from photo-oxidation.
 incident light beyond a point causes the breakdown of chlorophyll and a decrease in photosynthesis.
 "
What are antennae in photosystem ?,Antennae refers to all the pigments of the photosystem except the pigment molecule (Chl’a’) that forms the reaction centre.,"These graphs, together, show that most of the photosynthesis takes place in the blue and red regions of the spectrum; some photosynthesis does take place at the other wavelengths of the visible spectrum. Let us see how this happens. Though chlorophyll is the major pigment responsible for trapping light, other thylakoid pigments like chlorophyll b, xanthophylls and carotenoids, which are called accessory pigments, also absorb light and transfer the energy to chlorophyll a. Indeed, they not only enable a wider range of wavelength of incoming light to be utilised for photosyntesis but also protect chlorophyll a from photo-oxidation.
 "
Where does calvin cycle takes place in (i) a 𝐂𝟑 plant and (i) a 𝐂𝟒 plant respectively.,"(i) In a C3 plant, it takes place in the mesophyll cells. (ii) In a C4plant, calvin cycle takes place in the bundle sheath cells.  ","Cell type in which the Calvin cycle takes place
 "
"Name the monomers which are linked by (i) peptide bond, (ii) glycosidic bond to make their polymers. ",(i) Peptide bond-Amino acids (ii) Glycosidic bond-Monosaccharide units,"types. The R group in these proteinaceous amino acids could be a hydrogen (the amino acid is called glycine), a methyl group (alanine), hydroxy methyl (serine), etc. Three of the twenty are shown in Figure 9.1. The chemical and physical properties of amino acids are essentially of the amino, carboxyl and the R functional groups. Based on number of amino and carboxyl groups, there are acidic (e.g., glutamic acid), basic (lysine) and neutral (valine) amino acids. Similarly, there are aromatic amino acids (tyrosine, phenylalanine, tryptophan). A particular property of amino acids is the ionizable nature of –NH2 and –COOH groups. Hence in solutions of different pH, the structure of amino acids changes.
 "
Name the smallest amino acid and draw its structure. ,Smallest amine acid is glycine. ,"Glycine
 "
How many types of amino acids are found to occur in proteins? 2017]  [KVS Agra ,20,"20
 "
What is Glycosidic bond?   ,"Glycosidic Bond: It is a bond formed during the condensation of monosaccharides for the formation of oligosaccharides and polysaccharides. 𝐸. 𝑔., Cellulose.","BOND LINKING MONOMERS
 "
Which is the common sugar found in animals?,Glucose is the common sugar found in animals.,"Sugars (Carbohydrates)
 "
What is the other name given to carbohydrates?,Saccharides.,"Cisternae
 "
What are glycans?,"Glycans are polysaccharides, they are made up of sugars.","9.5 POLYSACCHARIDES The acid insoluble pellet also has polysaccharides (carbohydrates) as another class of macromolecules. Polysaccharides are long chains of sugars. They are threads (literally a cotton thread) containing different monosaccharides as building blocks. For example, cellulose is a polymeric polysaccharide consisting of only one type of monosaccharide i.e., glucose. Cellulose is a homopolymer. Starch is a variant of this but present as a store house of energy in plant tissues. Animals have another variant called glycogen. Inulin is a polymer of fructose. In a polysaccharide chain (say glycogen), the right end is called the reducing end and the left end is called the non-reducing end. It has branches as shown in the form of a cartoon (Figure 9.2). Starch forms helical secondary structures. In fact, starch can hold I2 molecules in the helical portion. The starch-I2 is blue in colour. Cellulose does not contain complex helices and hence cannot hold I2.
 "
How many polypeptide chains are present in an multimeric protein?,A protein having two or more polypeptides is called multimeric proteins.,"9.4 PROTEINS Proteins are polypeptides. They are linear chains of amino acids linked by peptide bonds as shown in Figure 9.3. Each protein is a polymer of amino acids. As there are 20 types of amino acids (e.g., alanine, cysteine, proline, tryptophan, lysine, etc.), a protein is a heteropolymer and not a homopolymer. A homopolymer has only one type of monomer repeating ‘n’ number of times. This information about the amino acid content is important as later in your nutrition lessons, you will learn that certain amino acids are essential for our health and they have to be supplied through our diet. Hence, dietary proteins are the source of essential amino acids. Therefore, amino acids can be essential or non-essential. The latter are those which our body can make, while we get essential amino acids through our diet/food. Proteins carry out many functions in living organisms, some transport nutrients across cell membrane, some fight infectious organisms, some are hormones, some are enzymes,
 "
