question,answer,context_1,context_2,context_3,context_4,context_5
Q. 7. Why did the aristocrats and bourgeoisie prefer hand-made goods in Victorian Britain ?,Ans. They symbolised refinement and class. 1 mark each,"Symbol of the German empire – strength
","Significance
","Box 3 Meanings of the symbols Attribute
","But labels did not only carry words and texts. They also carried images and were very often beautifully illustrated. If we look at these old labels, we can have some idea of the mind of the manufacturers, their calculations, and the way they appealed to the people. Images of Indian gods and goddesses regularly appeared on these labels. It was as if the association with gods gave divine approval to the goods being sold. The imprinted image of Krishna or Saraswati was also intended to make the manufacture from a foreign land appear somewhat familiar to Indian people. By the late nineteenth century, manufacturers were printing calendars to popularise their products. Unlike newspapers and magazines, calendars were used even by people who could not read. They were hung in tea shops and in poor people’s homes just as much as in offices and middle-class apartments. And those who hung the calendars had to see the advertisements, day after day, through the year. In these calendars, once again, we see the figures of gods being used to sell new products. Like the images of gods, figures of important personages, of emperors and nawabs, adorned advertisement and calendars. The message very often seemed to say: if you respect the royal figure, then respect this product; when the product was being used by kings, or produced under royal command, its quality could not be questioned.
","Fig. 26(a) – Manchester labels, early twentieth century. Images of numerous Indian gods and goddesses – Kartika, Lakshmi, Saraswati – are shown in imported cloth labels approving the quality of the product being marketed. Fig. 26(b) – Maharaja Ranjit Singh on a Manchester label. Historic figures are used to create respect for the product. Fig. 26(a)
"
Q. 8. When did the exports of British cotton goods increase dramatically ?,Ans. In the early 19th century.,"Fig. 10 – Map of colonial Africa at the end of the nineteenth century.
","1858
","Native Opinion, 3 April 1870.
","the woollen industry, women who survived on hand spinning began attacking the new machines. This conflict over the introduction of the jenny continued for a long time. After the 1840s, building activity intensified in the cities, opening up greater opportunities of employment. Roads were widened, new railway stations came up, railway lines were extended, tunnels dug, drainage and sewers laid, rivers embanked. The number of workers employed in the transport industry doubled in the 1840s, and doubled again in the subsequent 30 years.
","2.3 A New Conservatism after 1815
"
"Q. 9. Identify the person who got people from village, ensured them jobs, helped them settle in cities and provided them money in times of need.",Ans. Jobber.,"Fig. 20 – A head jobber. Notice how the posture and clothes emphasise the jobber’s position of authority.
","a
","Fig. 9 – Workers in an iron works, north-east England, painting by William Bell Scott, 1861. Many artists from the late nineteenth century began idealising workers: they were shown suffering hardship and pain for the cause of the nation.
","Getting jobs was always difficult, even when mills multiplied and the demand for workers increased. The numbers seeking work were always more than the jobs available. Entry into the mills was also restricted. Industrialists usually employed a jobber to get new recruits. Very often the jobber was an old and trusted worker. He got people from his village, ensured them jobs, helped them settle in the city and provided them money in times of crisis. The jobber therefore became a person with some authority and power. He began demanding money and gifts for his favour and controlling the lives of workers. The number of factory workers increased over time. However, as you will see, they were a small proportion of the total industrial workforce. Source E Vasant Parkar, who was once a millworker in Bombay, said: ‘The workers would pay the jobbers money to get their sons work in the mill … The mill worker was closely associated with his village, physically and emotionally. He would go home to cut the harvest and for sowing. The Konkani would go home to cut the paddy and the Ghati, the sugarcane. It was an accepted practice for which the mills granted leave.’
","Fig. 6 – A fitting shop at a railway works in England, The Illustrated London News, 1849. In the fitting shop new locomotive engines were completed and old ones repaired.
"
Q. 10. Where was the first Indian Jute mill set up ?,Ans. Bengal.,"Central Provinces Bengal
","Fig. 17 – East India Company House, London. This was the nerve centre of the worldwide operations of the East India Company.
","a
","Source C The Commissioner of Patna wrote: ‘It appears that twenty yeas ago, a brisk trade was carried on in the manufacture of cloth at Jahanabad, and Behar, which has in the former place entirely ceased, while in the latter the amount of manufacture is very limited, in consequence of the cheap and durable goods from Manchester with which the Native manufactures are unable to compete.’ Quoted in J. Krishnamurty, ‘Deindustrialisation in Gangetic Bihar during the nineteenth century’, The Indian Economic and Social History Review, 1985.
","Bihar
"
Q. 11. Write down any one duty of Gomasthas ?,Ans. Supervising weavers.,"d) The East India Company appointed gomasthas to supervise weavers in India.
","Fig. 14 – A weaver at work, Gujarat.
","2. How did the East India Company procure regular supplies of cotton and silk textiles from Indian weavers?
","Second: it prevented Company weavers from dealing with other buyers. One way of doing this was through the system of advances. Once an order was placed, the weavers were given loans to purchase the raw material for their production. Those who took loans had to hand over the cloth they produced to the gomastha. They could not take it to any other trader.
","As loans flowed in and the demand for fine textiles expanded, weavers eagerly took the advances, hoping to earn more. Many weavers had small plots of land which they had earlier cultivated along with weaving, and the produce from this took care of their family needs. Now they had to lease out the land and devote all their time to weaving. Weaving, in fact, required the labour of the entire family, with children and women all engaged in different stages of the process. Soon, however, in many weaving villages there were reports of clashes between weavers and gomasthas. Earlier supply merchants had very often lived within the weaving villages, and had a close relationship with the weavers, looking after their needs and helping them in times of crisis. The new gomasthas were outsiders, with no long-term social link with the village. They acted arrogantly, marched into villages with sepoys and peons, and punished weavers for delays in supply – often beating and flogging them. The weavers lost the space to bargain for prices and sell to different buyers: the price they received from the Company was miserably low and the loans they had accepted tied them to the Company.
"
Q. 12. Who set up the first Indian Jute Mill in Calcutta in 1917 ?,Ans. Seth Hukumchand.,"2.1 Gutenberg and the Printing Press
","Fig. 6 – Meeting of Congress leaders at Allahabad, 1931. Apart from Mahatma Gandhi, you can see Sardar Vallabhbhai Patel (extreme left), Jawaharlal Nehru (extreme right) and Subhas Chandra Bose (fifth from right).
","Fig. 16 – Jamsetjee Jeejeebhoy. Jeejeebhoy was the son of a Parsi weaver. Like many others of his time, he was involved in the China trade and shipping. He owned a large fleet of ships, but competition from English and American shippers forced him to sell his ships by the 1850s.
","Fig. 17 – Raja Ritudhwaj rescuing Princess Madalsa from the captivity of demons, print by Ravi Varma. Raja Ravi Varma produced innumerable mythological paintings that were printed at the Ravi Varma Press.
","Fig. 5 – A Portrait of Johann Gutenberg, 1584.
"
Q. 13. What was the paid servant whom the company appointed to supervise weavers called ?,Ans. Gomastha.,"d) The East India Company appointed gomasthas to supervise weavers in India.
","Masulipatam
","Mombasa Bantam
","As loans flowed in and the demand for fine textiles expanded, weavers eagerly took the advances, hoping to earn more. Many weavers had small plots of land which they had earlier cultivated along with weaving, and the produce from this took care of their family needs. Now they had to lease out the land and devote all their time to weaving. Weaving, in fact, required the labour of the entire family, with children and women all engaged in different stages of the process. Soon, however, in many weaving villages there were reports of clashes between weavers and gomasthas. Earlier supply merchants had very often lived within the weaving villages, and had a close relationship with the weavers, looking after their needs and helping them in times of crisis. The new gomasthas were outsiders, with no long-term social link with the village. They acted arrogantly, marched into villages with sepoys and peons, and punished weavers for delays in supply – often beating and flogging them. The weavers lost the space to bargain for prices and sell to different buyers: the price they received from the Company was miserably low and the loans they had accepted tied them to the Company.
","Fig. 26(a) – Manchester labels, early twentieth century. Images of numerous Indian gods and goddesses – Kartika, Lakshmi, Saraswati – are shown in imported cloth labels approving the quality of the product being marketed. Fig. 26(b) – Maharaja Ranjit Singh on a Manchester label. Historic figures are used to create respect for the product. Fig. 26(a)
"
Q. 14. Which was the pre-colonial ports of India ?,"Ans. Masulipatanam, Surat and Hoogly.  1","Masulipatam
","Hoogly
","Fig. 18 – A distant view of Surat and its river. All through the seventeenth and early eighteenth centuries, Surat remained the main centre of overseas trade in the western Indian Ocean.
","Surat Hanoi
","Fig. 13 – The English factory at Surat, a seventeenth-century drawing.
"
Q. 1. Mention any one feature of the oldest japanese book. ,Ans.		Oldest Japanese book contained six sheets of text and woodcut illustrations.  1,"1.1 Print in Japan Buddhist missionaries from China introduced hand-printing technology into Japan around AD 768-770. The oldest Japanese book, printed in AD 868, is the Buddhist Diamond Sutra, containing six sheets of text and woodcut illustrations. Pictures were printed on textiles, 106 2020-21
","Belonging to the mid-13th century, printing woodblocks of the Tripitaka Koreana are a Korean collection of Buddhist scriptures. They were engraved on about 80,000 woodblocks. They were inscribed on the UNESCO Memory of the World Register in 2007.
","1 The First Printed Books The earliest kind of print technology was developed in China, Japan and Korea. This was a system of hand printing. From AD 594 onwards, books in China were printed by rubbing paper – also invented there – against the inked surface of woodblocks. As both sides of the thin, porous sheet could not be printed, the traditional Chinese ‘accordion book’ was folded and stitched at the side. Superbly skilled craftsmen could duplicate, with remarkable accuracy, the beauty of calligraphy.
","6.1 Manuscripts Before the Age of Print India had a very rich and old tradition of handwritten manuscripts – in Sanskrit, Arabic, Persian, as well as in various vernacular languages. Manuscripts were copied on palm leaves or on handmade paper. Pages were sometimes beautifully illustrated. They would be either pressed between wooden covers or sewn together to ensure preservation. Manuscripts continued to be produced till well after the introduction of print, down to the late nineteenth century.
","The Jikji of Korea is among the world’s oldest existing books printed with movable metal type. It contains the essential features of Zen Buddhism. About 150 monks of India, China and Korea are mentioned in the book. It was printed in late 14th century. While the first volume of the book is unavailable, the second one is available in the National Library of France. This work marked an important technical change in the print culture. That is why it was inscribed on the UNESCO Memory of the World Register in 2001.
"
Q. 2. How were Biliotheque bleue different from penny chap books ? ,Ans.		Both were low priced books printed on poor quality paper but the Biliotheque Bleue were bounded in cheap blue covers.  1,"calendars, along with ballads and folktales. But other forms of reading matter, largely for entertainment, began to reach ordinary readers as well. In England, penny chapbooks were carried by petty pedlars known as chapmen, and sold for a penny, so that even the poor could buy them. In France, were the “Biliotheque Bleue”, which were low-priced small books printed on poor quality paper, and bound in cheap blue covers. Then there were the romances, printed on four to six pages, and the more substantial ‘histories’ which were stories about the past. Books were of various sizes, serving many different purposes and interests. The periodical press developed from the early eighteenth century,
","Printers and publishers continuously developed new strategies to sell their product. Nineteenth-century periodicals serialised important novels, which gave birth to a particular way of writing novels. In the 1920s in England, popular works were sold in cheap series, called the Shilling Series. The dust cover or the book jacket is also a twentieth-century innovation. With the onset of the Great Depression in the 1930s, publishers feared a decline in book purchases. To sustain buying, they brought out cheap paperback editions.
","In 1791, a London publisher, James Lackington, wrote in his diary: ‘The sale of books in general has increased prodigiously within the last twenty years. The poorer sort of farmers and even the poor country people in general who before that period spent their winter evenings in relating stories of witches, ghosts, hobgoblins … now shorten the winter night by hearing their sons and daughters read them tales, romances, etc. If John goes to town with a load of hay, he is charged to be sure not to forget to bring home Peregrine Pickle’s Adventure … and when Dolly is sent to sell her eggs, she is commissioned to purchase The History of Joseph Andrews.’
","‘To what corner of the world do they not fly, these swarms of new books? It may be that one here and there contributes something worth knowing, but the very multitude of them is hurtful to scholarship, because it creates a glut, and even in good things satiety is most harmful ... [printers] fill the world with books, not just trifling things (such as I write, perhaps), but stupid, ignorant, slanderous, scandalous, raving, irreligious and seditious books, and the number of them is such that even the valuable publications lose their value.’
","Gutenberg printed about 180 copies, of which no more than 50 have survived. Look at these pages of Gutenberg’s Bible carefully. They were not just products of new technology. The text was printed in the new Gutenberg press with metal type, but the borders were carefully designed, painted and illuminated by hand by artists. No two copies were the same. Every page of each copy was different. Even when two copies look similar, a careful comparison will reveal differences. Elites everywhere preferred this lack of uniformity: what they possessed then could be claimed as unique, for no one else owned a copy that was exactly the same. In the text you will notice the use of colour within the letters in various places. This had two functions: it added colour to the page, and highlighted all the holy words to emphasise their significance. But the colour on every page of the text was added by hand. Gutenberg printed the text in black, leaving spaces where the colour could be filled in later.
"
"Q. 3. Name the first book printed by Johann Gutenberg. [DDE-2015, Set-E)]",Ans. Bible.,"Fig. 7 – Pages of Gutenberg’s Bible, the first printed book in Europe.
","a
","New words Denominations – Sub groups within a religion Almanac – An annual publication giving astronomical data, information about the movements of the sun and moon, timing of full tides and eclipses, and much else that was of importance in the everyday life of people Chapbook – A term used to describe pocketsize books that are sold by travelling pedlars called chapmen. These became popular from the time of the sixteenth-century print revolution
","of
","the Ramcharitmanas of Tulsidas, a sixteenth-century text, came out from Calcutta in 1810. By the mid-nineteenth century, cheap lithographic editions flooded north Indian markets. From the 1880s, the Naval Kishore Press at Lucknow and the Shri Venkateshwar Press in Bombay published numerous religious texts in vernaculars. In their printed and portable form, these could be read easily by the faithful at any place and time. They could also be read out to large groups of illiterate men and women. Religious texts, therefore, reached a very wide circle of people, encouraging discussions, debates and controversies within and among different religions. Print did not only stimulate the publication of conflicting opinions amongst communities, but it also connected communities and people in different parts of India. Newspapers conveyed news from one place to another, creating pan-Indian identities. Source D Why Newspapers? ‘Krishnaji Trimbuck Ranade inhabitant of Poona intends to publish a Newspaper in the Marathi Language with a view of affording useful information on every topic of local interest. It will be open for free discussion on subjects of general utility, scientific investigation and the speculations connected with the antiquities, statistics, curiosities, history and geography of the country and of the Deccan especially… the patronage and support of all interested in the diffusion of knowledge and Welfare of the People is earnestly solicited.’
"
Q. 4. Give the ancient name of Tokyo. ,Ans. Edo.,"a
","of
","Bombay
","Malacca
","Printing of visual material led to interesting publishing practices. In the late eighteenth century, in the Source: http://www.cha.go.kr flourishing urban circles at Edo (later to be known as Tokyo), illustrated collections of paintings depicted an elegant urban culture, involving artists, courtesans, and teahouse gatherings. Libraries and bookstores were packed with hand-printed material of various types – books on women, musical instruments, calculations, tea ceremony, flower arrangements, proper etiquette, cooking and famous places.
"
Q. 5. How did Louise Sebestian Mercier interpret the printing press ? ,Ans. He said that ‘printing press is the most powerful engine of progress and public opinion is the force that will sweep despotism away.,"4.1 ‘Tremble, therefore, tyrants of the world!’ By the mid-eighteenth century, there was a common conviction that books were a means of spreading progress and enlightenment. Many believed that books could change the world, liberate society from despotism and tyranny, and herald a time when reason and intellect would rule. Louise-Sebastien Mercier, a novelist in eighteenth-century France, declared: ‘The printing press is the most powerful engine of progress and public opinion is the force that will sweep despotism away.’ In many of Mercier’s novels, the heroes are transformed by acts of reading. They devour books, are lost in the world books create, and become enlightened in the process. Convinced of the power of print in bringing enlightenment and destroying the basis of despotism, Mercier proclaimed: ‘Tremble, therefore, tyrants of the world! Tremble before the virtual writer!’
","3 The Print Revolution and Its Impact What was the print revolution? It was not just a development, a new way of producing books; it transformed the lives of people, changing their relationship to information and knowledge, and with institutions and authorities. It influenced popular perceptions and opened up new ways of looking at things. Let us explore some of these changes.
","How do we look at these arguments? There can be no doubt that print helps the spread of ideas. But we must remember that people did not read just one kind of literature. If they read the ideas of Voltaire and Rousseau, they were also exposed to monarchical and Church propaganda. They were not influenced directly by everything they read or saw. They accepted some ideas and rejected others. They interpreted things their own way. Print did not directly shape their minds, but it did open up the possibility of thinking differently.
","2.1 Gutenberg and the Printing Press
","Discuss Why do some historians think that print culture created the basis for the French Revolution?
"
Q. 6. Who developed the first printing press ? ,Ans. Johann Gutenberg.,"Fig. 5 – A Portrait of Johann Gutenberg, 1584.
","2.1 Gutenberg and the Printing Press
","Gutenberg was the son of a merchant and grew up on a large agricultural estate. From his childhood he had seen wine and olive presses. Subsequently, he learnt the art of polishing stones, became a master goldsmith, and also acquired the expertise to create lead moulds used for making trinkets. Drawing on this knowledge, Gutenberg adapted existing technology to design his innovation. The olive press provided the model for the printing press, and moulds were used for casting the metal types for the letters of the alphabet. By 1448, Gutenberg perfected the system. The first book he printed was the Bible. About 180 copies were printed and it took three years to produce them. By the standards of the time this was fast production.
","Fig. 7 – Pages of Gutenberg’s Bible, the first printed book in Europe.
","Fig. 7 — Giuseppe Mazzini and the founding of Young Europe in Berne 1833. Print by Giacomo Mantegazza.
"
Q. 7. Which method of hand-printing was developed in China ? ,Ans. Woodblock printing.,"Their circulation therefore remained limited. With the growing demand for books, woodblock printing gradually became more and more popular. By the early fifteenth century, woodblocks were being widely used in Europe to print textiles, playing cards, and religious pictures with simple, brief texts. There was clearly a great need for even quicker and cheaper reproduction of texts. This could only be with the invention of a new print technology. The breakthrough occurred at Strasbourg, Germany, where Johann Gutenberg developed the first-known printing press in the 1430s. 108 2020-21
","Belonging to the mid-13th century, printing woodblocks of the Tripitaka Koreana are a Korean collection of Buddhist scriptures. They were engraved on about 80,000 woodblocks. They were inscribed on the UNESCO Memory of the World Register in 2007.
","1 The First Printed Books The earliest kind of print technology was developed in China, Japan and Korea. This was a system of hand printing. From AD 594 onwards, books in China were printed by rubbing paper – also invented there – against the inked surface of woodblocks. As both sides of the thin, porous sheet could not be printed, the traditional Chinese ‘accordion book’ was folded and stitched at the side. Superbly skilled craftsmen could duplicate, with remarkable accuracy, the beauty of calligraphy.
","Printing block placed over paper
","manuscripts, carefully written by scribes. Then, in 1295, Marco Polo, a great explorer, returned to Italy after many years of exploration in China. As you read above, China already had the technology of woodblock printing. Marco Polo brought this knowledge back with him. Now Italians began producing books with woodblocks, and soon the technology spread to other parts of Europe. Luxury editions were still handwritten on very expensive vellum, meant for aristocratic circles and rich monastic libraries which scoffed at printed books as cheap vulgarities. Merchants and students in the university towns bought the cheaper printed copies. As the demand for books increased, booksellers all over Europe began exporting books to many different countries. Book fairs were held at different places. Production of handwritten manuscripts was
"
Q. 8. Why were cheap paperback editions of books print by the end of eighteenth century ? ,Ans. So that poor people could buy them.,"Certain groups of weavers were in a better position than others to survive the competition with mill industries. Amongst weavers some produced coarse cloth while others wove finer varieties. The coarser cloth was bought by the poor and its demand fluctuated violently. In times of bad harvests and famines, when the rural poor had little to eat, and their cash income disappeared, they could not possibly buy cloth. The demand for the finer varieties bought by the well-to-do was more stable. The rich could buy these even when the poor starved. Famines did not affect the sale of Banarasi or Baluchari saris. Moreover, as you have seen, mills could not imitate specialised weaves. Saris with woven borders, or the famous lungis and handkerchiefs of Madras, could not be easily displaced by mill production. Weavers and other craftspeople who continued to expand production through the twentieth century, did not necessarily prosper. They lived hard lives and worked long hours. Very often the entire household – including all the women and children – had to work at various stages of the production process. But they were not simply remnants of past times in the age of factories. Their life and labour was integral to the process of industrialisation.
","8.2 Print and the Poor People
","When Manchester industrialists began selling cloth in India, they put labels on the cloth bundles. The label was needed to make the place of manufacture and the name of the company familiar to the buyer. The label was also to be a mark of quality. When buyers saw ‘MADE IN MANCHESTER’ written in bold on the label, they were expected to feel confident about buying the cloth.
","Second: it prevented Company weavers from dealing with other buyers. One way of doing this was through the system of advances. Once an order was placed, the weavers were given loans to purchase the raw material for their production. Those who took loans had to hand over the cloth they produced to the gomastha. They could not take it to any other trader.
","New words Begar – Labour that villagers were forced to contribute without any payment
"
Q. 9. Who introduced hand-printing technology in Japan ? ,Ans. Buddhist missionaries from China.,"d) The East India Company appointed gomasthas to supervise weavers in India.
","Enter the Indian banker. Do you know of the Shikaripuri shroffs and Nattukottai Chettiars? They were amongst the many groups of bankers and traders who financed export agriculture in Central and Southeast Asia, using either their own funds or those borrowed from European banks. They had a sophisticated system to transfer money over large distances, and even developed indigenous forms of corporate organisation. Indian traders and moneylenders also followed European colonisers into Africa. Hyderabadi Sindhi traders, however, ventured beyond European colonies. From the 1860s they established flourishing emporia at busy ports worldwide, selling local and imported curios to tourists whose numbers were beginning to swell, thanks to the development of safe and comfortable passenger vessels.
","1.1 Print in Japan Buddhist missionaries from China introduced hand-printing technology into Japan around AD 768-770. The oldest Japanese book, printed in AD 868, is the Buddhist Diamond Sutra, containing six sheets of text and woodcut illustrations. Pictures were printed on textiles, 106 2020-21
","Industries were set up in different regions by varying sorts of people. Let us see who they were. The history of many business groups goes back to trade with China. From the late eighteenth century, as you have read in your book last year, the British in India began exporting opium to China and took tea from China to England. Many Indians became junior players in this trade, providing finance, procuring supplies, and shipping consignments. Having earned through trade, some of these businessmen had visions of developing industrial enterprises in India. In Bengal, Dwarkanath Tagore made his fortune in the China trade before he turned to industrial investment, setting up six joint-stock companies in the 1830s and 1840s. Tagore’s enterprises sank along with those of others in the wider business crises of the 1840s, but later in the nineteenth century many of the China traders became successful industrialists. In Bombay, Parsis like Dinshaw Petit and Jamsetjee Nusserwanjee Tata who built huge industrial empires in India, accumulated their initial wealth partly from exports to China, and partly from raw cotton shipments to England. Seth Hukumchand, a Marwari businessman who set up the first Indian jute mill in Calcutta in 1917, also traded with China. So did the father as well as grandfather of the famous industrialist G.D. Birla. Capital was accumulated through other trade networks. Some merchants from Madras traded with Burma while others had links with the Middle East and East Africa. There were yet other
","Belonging to the mid-13th century, printing woodblocks of the Tripitaka Koreana are a Korean collection of Buddhist scriptures. They were engraved on about 80,000 woodblocks. They were inscribed on the UNESCO Memory of the World Register in 2007.
"
Q. 10. What is Calligraphy ? ,Ans. The art of beautiful and stylish writing. 1 mark each,"New words Calligraphy – The art of beautiful and stylised writing
","a
","Women became important as readers as well as writers. Penny magazines (see Fig. 12) were especially meant for women, as Fig. 12 – Frontispiece of Penny Magazine. were manuals teaching proper behaviour and housekeeping. Penny Magazine was published between 1832 and 1835 When novels began to be written in the nineteenth century, in England by the Society for the Diffusion of Useful Knowledge. It was aimed primarily at the working class. women were seen as important readers. Some of the bestknown novelists were women: Jane Austen, the Bronte sisters, George Eliot. Their writings became important in defining a new type of woman: a person with will, strength of personality, determination and the power to think. Box 3
","N a t i o n a l i s m in
","N a t i o n a l i s m in
"
Q. 11. By whom was the Ninety-five Theses written in 1517 ?,Ans. Martin Luther.,"In 1517, the religious reformer Martin Luther wrote Ninety Five Theses criticising many of the practices and rituals of the Roman Catholic Church. A printed copy of this was posted on a church door in Wittenberg. It challenged the Church to debate his ideas. Luther’s writings were immediately reproduced in vast numbers and read widely. This lead to a division within the Church and to the beginning of the Protestant Reformation. Luther’s translation of the New Testament sold 5,000 copies within a few weeks and a second edition appeared within three months. Deeply grateful to print, Luther said, ‘Printing is the ultimate gift of God and the greatest one.’ Several scholars, in fact, think that print brought about a new intellectual atmosphere and helped spread the new ideas that led to the Reformation. 112 2020-21
","New words Protestant Reformation – A sixteenth-century movement to reform the Catholic Church dominated by Rome. Martin Luther was one of the main Protestant reformers. Several traditions of anti-Catholic Christianity developed out of the movement
","Source A Fear of the book Erasmus, a Latin scholar and a Catholic reformer, who criticised the excesses of Catholicism but kept his distance from Luther, expressed a deep anxiety about printing. He wrote in Adages (1508):
","of
","a
"
Q. 12. What do we call the wooden or metal frames in which types are laid and the text is imposed for printing ?,Ans. Galley.,"Fig. 9 – Meat being loaded on to the ship, Alexandra, Illustrated London News, 1878. Export of meat was possible only after ships were refrigerated.
","a
","A SS NA
","EN SS E H
","ATLANTIC SEA NORWAY (SWEDEN)
"
Q. 13. Which is the oldest printed Japanese book ? ,Ans. Diamond Sutra.,"Fig. 2 a – A page from the Diamond Sutra.
","1.1 Print in Japan Buddhist missionaries from China introduced hand-printing technology into Japan around AD 768-770. The oldest Japanese book, printed in AD 868, is the Buddhist Diamond Sutra, containing six sheets of text and woodcut illustrations. Pictures were printed on textiles, 106 2020-21
","Fig. 28 – An Indian mill cloth label. The goddess is shown offering cloth produced in an Ahmedabad mill, and asking people to use things made in India. 101
","Belonging to the mid-13th century, printing woodblocks of the Tripitaka Koreana are a Korean collection of Buddhist scriptures. They were engraved on about 80,000 woodblocks. They were inscribed on the UNESCO Memory of the World Register in 2007.
","the Ramcharitmanas of Tulsidas, a sixteenth-century text, came out from Calcutta in 1810. By the mid-nineteenth century, cheap lithographic editions flooded north Indian markets. From the 1880s, the Naval Kishore Press at Lucknow and the Shri Venkateshwar Press in Bombay published numerous religious texts in vernaculars. In their printed and portable form, these could be read easily by the faithful at any place and time. They could also be read out to large groups of illiterate men and women. Religious texts, therefore, reached a very wide circle of people, encouraging discussions, debates and controversies within and among different religions. Print did not only stimulate the publication of conflicting opinions amongst communities, but it also connected communities and people in different parts of India. Newspapers conveyed news from one place to another, creating pan-Indian identities. Source D Why Newspapers? ‘Krishnaji Trimbuck Ranade inhabitant of Poona intends to publish a Newspaper in the Marathi Language with a view of affording useful information on every topic of local interest. It will be open for free discussion on subjects of general utility, scientific investigation and the speculations connected with the antiquities, statistics, curiosities, history and geography of the country and of the Deccan especially… the patronage and support of all interested in the diffusion of knowledge and Welfare of the People is earnestly solicited.’
"
Q. 14. “Printing is the ultimate gift of God and the greatest one”. Who spoke these words ?,Ans. Martin Luther.,"In 1517, the religious reformer Martin Luther wrote Ninety Five Theses criticising many of the practices and rituals of the Roman Catholic Church. A printed copy of this was posted on a church door in Wittenberg. It challenged the Church to debate his ideas. Luther’s writings were immediately reproduced in vast numbers and read widely. This lead to a division within the Church and to the beginning of the Protestant Reformation. Luther’s translation of the New Testament sold 5,000 copies within a few weeks and a second edition appeared within three months. Deeply grateful to print, Luther said, ‘Printing is the ultimate gift of God and the greatest one.’ Several scholars, in fact, think that print brought about a new intellectual atmosphere and helped spread the new ideas that led to the Reformation. 112 2020-21
","New words Protestant Reformation – A sixteenth-century movement to reform the Catholic Church dominated by Rome. Martin Luther was one of the main Protestant reformers. Several traditions of anti-Catholic Christianity developed out of the movement
","Source A Fear of the book Erasmus, a Latin scholar and a Catholic reformer, who criticised the excesses of Catholicism but kept his distance from Luther, expressed a deep anxiety about printing. He wrote in Adages (1508):
","of
","a
"
Q. 15. Name the first book which was printed in Europe.,Ans. The Bible.,"Fig. 7 – Pages of Gutenberg’s Bible, the first printed book in Europe.
","a
","New words Denominations – Sub groups within a religion Almanac – An annual publication giving astronomical data, information about the movements of the sun and moon, timing of full tides and eclipses, and much else that was of importance in the everyday life of people Chapbook – A term used to describe pocketsize books that are sold by travelling pedlars called chapmen. These became popular from the time of the sixteenth-century print revolution
","of
","The
"
Q. 16. Who was Martin Luther ?,Ans. Religious reformer of Germany.,"New words Protestant Reformation – A sixteenth-century movement to reform the Catholic Church dominated by Rome. Martin Luther was one of the main Protestant reformers. Several traditions of anti-Catholic Christianity developed out of the movement
","GERMAN SOUTH WEST AFRICA
","In 1517, the religious reformer Martin Luther wrote Ninety Five Theses criticising many of the practices and rituals of the Roman Catholic Church. A printed copy of this was posted on a church door in Wittenberg. It challenged the Church to debate his ideas. Luther’s writings were immediately reproduced in vast numbers and read widely. This lead to a division within the Church and to the beginning of the Protestant Reformation. Luther’s translation of the New Testament sold 5,000 copies within a few weeks and a second edition appeared within three months. Deeply grateful to print, Luther said, ‘Printing is the ultimate gift of God and the greatest one.’ Several scholars, in fact, think that print brought about a new intellectual atmosphere and helped spread the new ideas that led to the Reformation. 112 2020-21
","Flag of the liberal-nationalists in 1848, banned by the Dukes of the German states
","Fig. 17 — Germania, Philip Veit, 1848. The artist prepared this painting of Germania on a cotton banner, as it was meant to hang from the ceiling of the Church of St Paul where the Frankfurt parliament was convened in March 1848.
"
Q. 17. What was the basic objective of spelling penny chapbook in England ?,Ans. So that the poor people can purchase them.,"Second: it prevented Company weavers from dealing with other buyers. One way of doing this was through the system of advances. Once an order was placed, the weavers were given loans to purchase the raw material for their production. Those who took loans had to hand over the cloth they produced to the gomastha. They could not take it to any other trader.
","8.2 Print and the Poor People
","When Manchester industrialists began selling cloth in India, they put labels on the cloth bundles. The label was needed to make the place of manufacture and the name of the company familiar to the buyer. The label was also to be a mark of quality. When buyers saw ‘MADE IN MANCHESTER’ written in bold on the label, they were expected to feel confident about buying the cloth.
","Certain groups of weavers were in a better position than others to survive the competition with mill industries. Amongst weavers some produced coarse cloth while others wove finer varieties. The coarser cloth was bought by the poor and its demand fluctuated violently. In times of bad harvests and famines, when the rural poor had little to eat, and their cash income disappeared, they could not possibly buy cloth. The demand for the finer varieties bought by the well-to-do was more stable. The rich could buy these even when the poor starved. Famines did not affect the sale of Banarasi or Baluchari saris. Moreover, as you have seen, mills could not imitate specialised weaves. Saris with woven borders, or the famous lungis and handkerchiefs of Madras, could not be easily displaced by mill production. Weavers and other craftspeople who continued to expand production through the twentieth century, did not necessarily prosper. They lived hard lives and worked long hours. Very often the entire household – including all the women and children – had to work at various stages of the production process. But they were not simply remnants of past times in the age of factories. Their life and labour was integral to the process of industrialisation.
","New words Begar – Labour that villagers were forced to contribute without any payment
"
