questions,answers
Name the hormones secreted from ovarian follicles.,"The ovaries consist of large number of ovarian follicles which secretes three hormones: (i) Estrogen, (ii) Progesteron, (ii) Relaxin."
Which hormone is responsible for sex-urge?,Testosterone is responsible for the sex-urge and affinity for a female partner. 
What are catecholamines?,Adrenaline and nor-adrenaline are collectively known as catecholamines.
Name the hormones secreted by adrenal cortex.,"The hormones secreted by adrenal cortex are : (a) Mineralocorticoids, (b) Glucocorticoids, (c) Gonadocorticoids."
What is the function of cortisol?,Cortisol increases gluconeogenesis.
What is libido?,Androgens act on the central neural system and influence the male sexual behaviour and is called libido.
How does atrial natriuretic factor (ANF) reduce the blood pressure?,"When blood pressure is increased, ANF is secreted which causes dilation of blood vessels thereby reducing blood pressure."
Name the hormone and its source which stimulates the formation of RBCs (erythropoiesis).,The cells of juxtaglomerular complex in the kidney produce a peptide hormone erythropoietin which stimulates erythropoiesis.
"Which endocrine gland is considered ""the throne of immunity""?",Thymus.
Name the amino acid from which thyroxine is synthesized.,Tyrosine.
Name the bony cavity in which pituitary gland is located.,Sella tursica.
What does hormone regulates?,"Hormone regulates metabolism, growth as well as the development of our organs, endocrine organs and the cells."
What acts as second messenger in hormone,"cAMP and IP3, Ca++ etc., acts as second messenger in hormone action."
What are extracellular receptors?,Hormone receptors present on the cell membrane of target cells are called membrane bound receptors or extracellular receptors. 
What is goitre?,Lack of iodine in our diet results in goitre. It is associated with hypothyroidism.
Name any two diseases of hypothyroidism.,"Cretinism, Myxoedema."
Name the hormone whose deficiency causes diabetes insipidus.,The hormone whose deficiency causes diabetes insipidus is Antidiuretic hormone (ADH) or vasopressin.
What is the cause of abnormal elongation of long bones of arms and legs and of the lower jaw?,Oversecretion of growth hormone after adolescence.
How is acromegaly caused?,Acromegaly is usually caused by a tumour of the anterior pituitary lobe.
Mention the two causes of Cretinism.,The two causes are: (i) The primary failure of thyroid gland itself. (ii) An inadequate supply of iodine in diet or otherwise.
Define female hypogonadism.,It is the cessation of menstrual cycle by hyposecretion of estrogen.  
Which is the innermost membrane in meningitis?,Pia meter.
What constitutes brain stem?,"The medulla oblongata, pons varolii and mid brain are collectively called the brain stem."
How diameter of an axon affects the speed of an impulse?,The impulse travels slower in a thinner fibre than in a thicker one.
What is arbor vitae?,The potential difference in charge on either side of the plasma membrane of a resting neuron is called as the resting potential.
What are meninges?,It performs two functions: (i) The stimuli are passed from and to the brain through the spinal cord. (ii) It is the centre of spinal reflex action. (Any two)
Name the longest cranial nerve.,Vagus nerve is the longest cranial nerve.
What does the term stimulus mean?,A stimulus is sudden change in the environment which is strong enough to excite the nerve or muscle or organism as a whole.
What is the nature of the nerve impulses?,The nature of the nerve impulse is electrochemical.
How is the shape of the cornea maintained?,An aquenous fluid called ‘aqueous humour’ supplies nutrients to the cornea and thus maintain its shape.
"Name the exposed, transparent part of the eyeball.","Cornea is the exposed, transparent part of the eyeball."
Name the bones which help in hearing. ,"Malleus, incus and stapes."
Why does a red coloured cloth look black in the evening?,The red coloured cloth appear black in the evening because only rod cells function in the dim light.
What is the function of eustachian tube?,Eustachian tube acts as a ventilator and helps in equalising air pressure on the two sides of the tympanic membrane.
Name the fluid in which the membranous labyrinth of the inner ear floats.,Perilymph.
What is otolith?,Small Particles of calcium salts in the ears of vertebrates are called otolith
why blind spot in the eye is devoid of vision?,"It is due to the absence of photoreceptors cells, rods and cones in that region."
What is binocular vision?,"When both the eyes can be focused simultaneously on a common object it is called binocular vision 𝑒. 𝑔., humans."
What are ceruminous glands?,"These are modified sweat glands found in ear, which secrete a waxy substance-the cerumen which prevents the entry of foreign bodies into the ear."
What is a yellow spot?,It is an area of retina in a human eye which contains only cone cells and no rod cells.
Which structure in the inner ear contains hair cells that act as auditory receptors?,The organ of corti contains hair cells.
Name the three layers of cells contained in the retina from inside to outside.,"Ganglion cells, bipolar cells and photoreceptor cells."
Name the three divisions of the bony labyrinth which is formed by the cochlear membrane.,(i) upper scala vestibuli (ii) middle scala media (iii) lower scala tympani 
Name the jelly like fluid present in eye ball which cannot be replaced in significant quantity.,Vitreous humour.
Why cornea can be transplanted easily?,Eornea can be transplanted as it non-vascular laver.  
What does the H-zone of a sarcomere in a myofibril contain?,Each sarcomere consists of an A-band in the middle with halves of two I-bands on its two sides.
Name the tissue which connects muscles to a bone.,The tissue which connects muscles to a bone is tendon.
What kind of muscle fibres form the extensor muscle on the back of human body? How do these fibres help?,"Red muscles fibres form the extensor muscle. They are rich in mitochondria and myoglobin, hence provide more energy for movement."
Which is the strongest bone in man?,Tibia in the leg is the strongest bone in man.
Vertebral column has 33 bones but we can see only 26. Why?,We can see only 26 bones in vertebral column because five sacral vertebrae are fused to form one sacrum and four coccygeal vertebrae are fused to form one coccyx.
Write down vertebral formula of humans.,"C7T12L5S(5)C(4) Cervical = 7, Thoracic = 12, Lumbar = 5, Sacral -5 (fused), Coccyx = 4 (fused)"
Q. 7 Why last two pairs of ribs are known as floating ribs?,Last two pairs of ribs are known as floating ribs because their anterior ends are not attached to either the sternum or the cartilage of another rib.
What is the function of supinator muscles?,The supinator muscle rotates the fore-arm to turn the palm upward or forward.
What is myology?,Lower jaw or mandible is the only movable bone of the skull.
Define locomotion.,Movement of the whole organism from place to place is called locomotion. 
"Name the cavity in the girdle, into which the head of femur fits.",(i) Single unit smooth muscle. (ii) Multi unit smooth muscles.
What is the function of an 'abductor muscle'?,The contraction of abductor muscles moves the whole limb away from the median axis of the body.
What is the function of myoglobin?,Myoglobin binds and stores oxygen as a oxymyoglobin in the red fibres.
How is axial skeleton differentiated?,"The axial skeleton in human is differentiated into skull, vertebral column and ribs."
Name the bones of the arm.,"The arm consist of the following bones: (a) Humerus, (b) Radius, (c) Ulna, (d) Carpals, (e) Metacarpals, (f) Phalanges."
Q. 20.What are the functions of ribs?,Ribs protect the delicate organs in the thoracic cavity. It also provides the surface for attachment of the muscles concerned with respiratory mechanism.
Q. 21.Name two proteins found in filament of I-band of a sarcomere. ,Actin and myosin.
Why is human skull described as dicondylic?,Human skull is described as dicondylic because it articulates with the first vertebrae of the vertebral column by means of two occipital condyles.
Name the kind of skeletal joint which permits movements in a single plane only.,"Hinge joint e.g., elbow joint, knee joint. "
What lubricates the freely movable joint at the shoulder?,Synovial fluid lubricates the freely movable joint at the shoulder.
What causes Gouty arthritis in humans?,Gouty arthritis is caused by excessive formation of uric acid.
How many types of arthritis are there? Name them.,"There are three types of arthritis: (i) Rheumatoid, (ii) Gout, (iii) Osteoarthritis."
What is sprain?,"A sprain is a twisting of a joint without dislocating it. In this, there is a damage of ligaments, tendons, muscles and nerves."
What is cramp?,Cramp is a condition when a muscle contracts and it does not relaxes again.
Name the auto - immune disorder which affects neuromuscular junction.,Myasthenia gravis.  
Name the gland in human body which secretes digestive enzymes as well as hormones.,The thick layers of muscles in the alimentary canal breaks the solid food into semi-liquid food. It also facilitates the movement of food in the alimentary canal towars small intestine.
Name the enzyme which hydrolysis protein in acidic medium in adult human.,The semi-digested food mixed thoroughly with the acidic gastric juice of the stomach is called chyme. 
Heart burn is a general complaint these days. How is it caused?,(i) HCI activates the pepsinogen and prorenin and (ii) provides acidic medium for the action of pepsin.  
Name the organ of respiration in an aquatic molluscs and an insect.,Aquatic molluscs: Gills. Insects : Trachea.
What is glottis and epiglottis ?,Glottis is the opening of pharynx into larynx while epiglottis is a leaf-like cartilage that covers the wind-pipe or trachea.
Which respiration can occur both in water and air ?,Cutaneous respiration.
Name the types of respiration based on the absence or presence of oxygen.,"Based on the absence or presence of oxygen, respiration is of two types-anaerobic and aerobic respiration."
What constitutes the conducting part of the respiratory system ?,The part of the respiratory system starting with the external nostrils upto the terminal bronchioles constitutes the conducting part.
Define breathing ?,The process of exchange of O 2 from the atmosphere with CO 2 produced by the cells is called breathing.
"Name the double walled sac, which cover the lungs in mammals.",Pleura.
Where does exchange of gases occurs?,Exchange of gases occurs in lung alveoli and tissue cells.
What is Adam's apple ?,"The size of larynx in man grows larger and becomes prominent and therefore, it is called as Adam's apple."
How does diaphragm help in respiration ?,Diaphragm increases the volume of thoracic cavity during inspiration and decreases the volume of thorax during expiration.
What is pulmonary respiration ?,Respiration by lungs is termed as pulmonary respiration. 
Name the structure which prevent the collapsing of trachea.,Cartilaginous rings are the structure which prevent the collapsing of trachea.
How is the thoracic cavity (chamber) enclosed ?,"Expiring all the air a person is capable of through lungs is called forceful expiration. For example, sneezing is the sudden forceful expiration."
What is Tidal Volume ?  KVS Silchar 2017 ,It is the volume of air inspired or expired in each normal breathe. This is about 500 ml in an adult person.
What is respiratory quotient ?  KVS 2015 ,Respiratory quotient is the ratio of the volume of carbon dioxide produced to the volume of oxygen consumed in respiration over a period of time. RQ =  Volume of CO2 evolved Volume of O2 absored 
Name three forms in which CO 2 is transported by the blood.,"As bicarbonates, carbonic acid and carbamino haemoglobin."
Give the vital capacity of lungs of a normal adult person.,3.5 to 4.5 litres.
Where does exchange of gases occurs ?,Exchange of gases occurs in lung alveoli and tissue cells.
What is oxygen haemoglobin dissociation curve ?,The relationship between the partial pressure of oxygen and percentage saturation of haemoglobin with oxygen is graphically illustrated by a curve called oxygen haemoglobin dissociation curve.
What is carbamino-haemoglobin ?,carbamino-haemoglobin is the complex formed when carbon dioxide combines with the globin part of haemoglobin.
Which is the common energy carrier in cells?,ATP is the common energy carrier in cells.
How is the movement of air into and out of the lungs facilitated ?.,The movement is facilitated by the creation of pressure gradient between the lungs and the atmosphere. 
What is the percentage of O2 in the inspired an expired air ?,Inspired air = 21 percent O 2 and expired air = 16 percent O 2.
What is the role of carbonic anhydrase in RBCs?,About 70% of CO 2 reacts with water to form carbonic acid in RBCs in the presence of enzyme carbonic anhydrase. 
State the PO 2 and PCO 2 in the blood after tissue respiration?,"After tissue respiration, PO 2 and PCO 2 in deoxygenated blood are 40 mm Hg and 45mm Hg respectively."
What is vital capacity ?,"The maximum volume of air a person can breathe in after forced expiration. This includes ERV, TV and IRV or the maximum volume of air a person can breathe out after a forced inspiration.  "
What is the value of water potential of pure water?  (KVS Agra 2017) ,Zero
Which two factors affect water potential?  (DDE 2017) ,Concentration of solute and external pressure.
What will happen to water potential when solutes are added?,"When solutes are added it lowers water potential of a system i.e., it exhibits negative value."
Why all solutions have a lower water potential than pure water?,"If some solute is dissolved in pure water, the solution has fewer free water and the concentration of pure water decreases, reducing its water potential, hence all solutions have lower water potential than pure water."
Why is inhibition considered as diffusion?,"Imbibition is considered as diffusion, since water movement is along a concentration gradient."
What do you understand by the term facilitated diffusion?,The concentration gradient through fixed members transport protein without involving energy expenditure is called facilitated diffusion.
Define solute potential.,The magnitude by which water potential is lowered due to dissociation of a solute is called solute potential.
What do you understand by bleeding?,The exudation of watery sap from the injured parts of a plant is called bleeding.
Why endodermis is impervious to water?,Mass flow hypothesis is related to translocation of sugars from source to sink.
Name the pathways by which water flows from roots hair to the deeper layers of root. ,Apoplast pathway and symplast pathway.
Define translocation.,"Translocation refers to ""the transport over longer distances proceeding through vascular system -xylem and phloem."""
What is trans-membrane pathway?,Trans-membrane pathway is the movement through the cell membrane.
Which fraction of soil water is available to plants for absorption by roots?,Capillary water.
What is a mycorrhiza?,A mycorrhiza is a symbiotic association of a fungus with the root system of higher Plants.
"Name the four elements that are easily, mobilised in plants.","N2, Mg, P, S, and K"
What is absorption lag?,Absorption lag is the short fall of rate of water absorption over the rate of transpiration. It is due to high rate of transpiration.
When does wilting occurs?,Wilting occurs when the loss of water by evaporation exceeds the rate of uptake by roots.
Name the theory proposed by Dixon for ascent of sap.,Transpiration pull theory. 
Which metal element is involved in the opening and closing of stomata?,K+ ion is involved in the opening and closing of stomata.
Define the term ‘source’ and 'sink’ in phloem transport.,"The region which synthesize carbohydrates are called 'source' while the regions, where carbohydrates are utilized or stored are known as sink."
How does ascent of sap occur?,Ascent of sap occurs through the tracheary elements of xylem.
Why rate of transpiration increases with an increase in root-shoot ratio?,The rate of transpiration increases with an increase in root-shoot ratio because of greater availability of water due to more extensive root system.
What does the fungal partner provide to the plant in the symbiotic association mycorrhiza?,The fungus provides minerals and water to the roots.
What are the channels of transport of food in plants?,The channels of transport are sieve tubes and companion cells of phloem.  
